File,Tag,Occurrences,Category,CategoryEMF
ex06_writer0014.bpmn,dataInputAssociation,6,Uncategorized,Uncategorized
ex06_writer0014.bpmn,sourceRef,6,Connecting Objects,Attributes
ex06_writer0014.bpmn,dataObject,6,Artifacts,Classes
ex06_writer0014.bpmn,property,4,Uncategorized,Uncategorized
ex06_writer0014.bpmn,exclusiveGateway,3,Flow Objects,Classes
ex06_writer0014.bpmn,laneSet,1,Swim Lanes,Uncategorized
ex06_writer0014.bpmn,process,1,Flow Objects,Classes
ex06_writer0014.bpmn,startEvent,1,Flow Objects,Classes
ex06_writer0014.bpmn,endEvent,1,Flow Objects,Classes
ex06_writer0016.bpmn,incoming,10,Connecting Objects,Attributes
ex06_writer0016.bpmn,outgoing,10,Connecting Objects,Attributes
ex06_writer0016.bpmn,sequenceFlow,10,Connecting Objects,Relations
ex06_writer0016.bpmn,task,4,Flow Objects,Classes
ex06_writer0016.bpmn,exclusiveGateway,3,Flow Objects,Classes
ex06_writer0016.bpmn,targetRef,3,Connecting Objects,Attributes
ex06_writer0016.bpmn,dataOutputAssociation,2,Uncategorized,Uncategorized
ex06_writer0016.bpmn,property,1,Uncategorized,Uncategorized
ex06_writer0016.bpmn,dataInputAssociation,1,Uncategorized,Uncategorized
ex06_writer0016.bpmn,dataObjectReference,1,Uncategorized,Uncategorized
ex06_writer0016.bpmn,process,1,Flow Objects,Classes
ex06_writer0016.bpmn,endEvent,1,Flow Objects,Classes
ex06_writer0016.bpmn,startEvent,1,Flow Objects,Classes
ex06_writer0016.bpmn,sourceRef,1,Connecting Objects,Attributes
ex06_writer0016.bpmn,dataObject,1,Artifacts,Classes
ex06_writer0017.bpmn,incoming,13,Connecting Objects,Attributes
ex06_writer0017.bpmn,outgoing,13,Connecting Objects,Attributes
ex06_writer0017.bpmn,sequenceFlow,13,Connecting Objects,Relations
ex06_writer0017.bpmn,task,7,Flow Objects,Classes
ex06_writer0017.bpmn,targetRef,5,Connecting Objects,Attributes
ex06_writer0017.bpmn,dataObjectReference,4,Uncategorized,Uncategorized
ex06_writer0017.bpmn,dataObject,4,Artifacts,Classes
ex06_writer0017.bpmn,dataOutputAssociation,3,Uncategorized,Uncategorized
ex06_writer0017.bpmn,exclusiveGateway,3,Flow Objects,Classes
ex06_writer0017.bpmn,property,2,Uncategorized,Uncategorized
ex06_writer0017.bpmn,dataInputAssociation,2,Uncategorized,Uncategorized
ex06_writer0017.bpmn,sourceRef,2,Connecting Objects,Attributes
ex06_writer0017.bpmn,process,1,Flow Objects,Classes
ex06_writer0017.bpmn,endEvent,1,Flow Objects,Classes
ex06_writer0017.bpmn,startEvent,1,Flow Objects,Classes
ex06_writer0019.bpmn,incoming,13,Connecting Objects,Attributes
ex06_writer0019.bpmn,outgoing,13,Connecting Objects,Attributes
ex06_writer0019.bpmn,sequenceFlow,13,Connecting Objects,Relations
ex06_writer0019.bpmn,targetRef,12,Connecting Objects,Attributes
ex06_writer0019.bpmn,task,7,Flow Objects,Classes
ex06_writer0019.bpmn,dataOutputAssociation,6,Uncategorized,Uncategorized
ex06_writer0019.bpmn,dataInputAssociation,6,Uncategorized,Uncategorized
ex06_writer0019.bpmn,dataObjectReference,6,Uncategorized,Uncategorized
ex06_writer0019.bpmn,sourceRef,6,Connecting Objects,Attributes
ex06_writer0019.bpmn,dataObject,6,Artifacts,Classes
ex06_writer0019.bpmn,property,4,Uncategorized,Uncategorized
ex06_writer0019.bpmn,exclusiveGateway,2,Flow Objects,Classes
ex06_writer0019.bpmn,process,1,Flow Objects,Classes
ex06_writer0019.bpmn,endEvent,1,Flow Objects,Classes
ex06_writer0019.bpmn,startEvent,1,Flow Objects,Classes
ex06_writer0019.bpmn,parallelGateway,1,Flow Objects,Classes
ex06_writer0020.bpmn,incoming,10,Connecting Objects,Attributes
ex06_writer0020.bpmn,outgoing,10,Connecting Objects,Attributes
ex06_writer0020.bpmn,sequenceFlow,10,Connecting Objects,Relations
ex06_writer0020.bpmn,task,4,Flow Objects,Classes
ex06_writer0020.bpmn,targetRef,4,Connecting Objects,Attributes
ex06_writer0020.bpmn,dataOutputAssociation,3,Uncategorized,Uncategorized
ex06_writer0020.bpmn,dataObjectReference,3,Uncategorized,Uncategorized
ex06_writer0020.bpmn,exclusiveGateway,3,Flow Objects,Classes
ex06_writer0020.bpmn,dataObject,3,Artifacts,Classes
ex06_writer0020.bpmn,property,1,Uncategorized,Uncategorized
ex06_writer0020.bpmn,dataInputAssociation,1,Uncategorized,Uncategorized
ex06_writer0020.bpmn,dataStoreReference,1,Uncategorized,Uncategorized
ex06_writer0020.bpmn,process,1,Flow Objects,Classes
ex06_writer0020.bpmn,endEvent,1,Flow Objects,Classes
ex06_writer0020.bpmn,startEvent,1,Flow Objects,Classes
ex06_writer0020.bpmn,sourceRef,1,Connecting Objects,Attributes
ex06_writer0021.bpmn,outgoing,13,Connecting Objects,Attributes
ex06_writer0021.bpmn,sequenceFlow,13,Connecting Objects,Relations
ex06_writer0021.bpmn,incoming,13,Connecting Objects,Attributes
ex06_writer0021.bpmn,task,4,Flow Objects,Classes
ex06_writer0021.bpmn,messageEventDefinition,3,Uncategorized,Uncategorized
ex06_writer0021.bpmn,intermediateCatchEvent,3,Flow Objects,Classes
ex06_writer0021.bpmn,exclusiveGateway,2,Flow Objects,Classes
ex06_writer0021.bpmn,process,1,Flow Objects,Classes
ex06_writer0021.bpmn,startEvent,1,Flow Objects,Classes
ex06_writer0021.bpmn,eventBasedGateway,1,Flow Objects,Classes
ex06_writer0021.bpmn,endEvent,1,Flow Objects,Classes
ex06_writer0022.bpmn,outgoing,13,Connecting Objects,Attributes
ex06_writer0022.bpmn,incoming,13,Connecting Objects,Attributes
ex06_writer0022.bpmn,sequenceFlow,13,Connecting Objects,Relations
ex06_writer0022.bpmn,targetRef,7,Connecting Objects,Attributes
ex06_writer0022.bpmn,dataOutputAssociation,5,Uncategorized,Uncategorized
ex06_writer0022.bpmn,task,4,Flow Objects,Classes
ex06_writer0022.bpmn,messageEventDefinition,3,Uncategorized,Uncategorized
ex06_writer0022.bpmn,exclusiveGateway,3,Flow Objects,Classes
ex06_writer0022.bpmn,intermediateCatchEvent,3,Flow Objects,Classes
ex06_writer0022.bpmn,property,2,Uncategorized,Uncategorized
ex06_writer0022.bpmn,dataInputAssociation,2,Uncategorized,Uncategorized
ex06_writer0022.bpmn,dataObjectReference,2,Uncategorized,Uncategorized
ex06_writer0022.bpmn,sourceRef,2,Connecting Objects,Attributes
ex06_writer0022.bpmn,dataObject,2,Artifacts,Classes
ex06_writer0022.bpmn,dataStoreReference,1,Uncategorized,Uncategorized
ex06_writer0022.bpmn,process,1,Flow Objects,Classes
ex06_writer0022.bpmn,startEvent,1,Flow Objects,Classes
ex06_writer0022.bpmn,endEvent,1,Flow Objects,Classes
ex06_writer0023.bpmn,incoming,13,Connecting Objects,Attributes
ex06_writer0023.bpmn,outgoing,13,Connecting Objects,Attributes
ex06_writer0023.bpmn,sequenceFlow,13,Connecting Objects,Relations
ex06_writer0023.bpmn,task,7,Flow Objects,Classes
ex06_writer0023.bpmn,exclusiveGateway,3,Flow Objects,Classes
ex06_writer0023.bpmn,targetRef,3,Connecting Objects,Attributes
ex06_writer0023.bpmn,dataOutputAssociation,2,Uncategorized,Uncategorized
ex06_writer0023.bpmn,property,1,Uncategorized,Uncategorized
ex06_writer0023.bpmn,dataInputAssociation,1,Uncategorized,Uncategorized
ex06_writer0023.bpmn,dataObjectReference,1,Uncategorized,Uncategorized
ex06_writer0023.bpmn,process,1,Flow Objects,Classes
ex06_writer0023.bpmn,endEvent,1,Flow Objects,Classes
ex06_writer0023.bpmn,startEvent,1,Flow Objects,Classes
ex06_writer0023.bpmn,sourceRef,1,Connecting Objects,Attributes
ex06_writer0023.bpmn,dataObject,1,Artifacts,Classes
ex06_writer0024.bpmn,flowNodeRef,10,Uncategorized,Uncategorized
ex06_writer0024.bpmn,incoming,9,Connecting Objects,Attributes
ex06_writer0024.bpmn,outgoing,9,Connecting Objects,Attributes
ex06_writer0024.bpmn,sequenceFlow,9,Connecting Objects,Relations
ex06_writer0024.bpmn,targetRef,5,Connecting Objects,Attributes
ex06_writer0024.bpmn,task,4,Flow Objects,Classes
ex06_writer0024.bpmn,dataOutputAssociation,3,Uncategorized,Uncategorized
ex06_writer0024.bpmn,messageEventDefinition,3,Uncategorized,Uncategorized
ex06_writer0024.bpmn,startEvent,3,Flow Objects,Classes
ex06_writer0024.bpmn,dataInputAssociation,2,Uncategorized,Uncategorized
ex06_writer0024.bpmn,dataObjectReference,2,Uncategorized,Uncategorized
ex06_writer0024.bpmn,eventBasedGateway,2,Flow Objects,Classes
ex06_writer0024.bpmn,sourceRef,2,Connecting Objects,Attributes
ex06_writer0024.bpmn,dataObject,2,Artifacts,Classes
ex06_writer0024.bpmn,property,1,Uncategorized,Uncategorized
ex06_writer0024.bpmn,dataStoreReference,1,Uncategorized,Uncategorized
ex06_writer0024.bpmn,laneSet,1,Swim Lanes,Uncategorized
ex06_writer0024.bpmn,lane,1,Swim Lanes,Uncategorized
ex06_writer0024.bpmn,process,1,Flow Objects,Classes
ex06_writer0024.bpmn,endEvent,1,Flow Objects,Classes
ex06_writer0025.bpmn,incoming,12,Connecting Objects,Attributes
ex06_writer0025.bpmn,outgoing,12,Connecting Objects,Attributes
ex06_writer0025.bpmn,sequenceFlow,12,Connecting Objects,Relations
ex06_writer0025.bpmn,targetRef,11,Connecting Objects,Attributes
ex06_writer0025.bpmn,dataOutputAssociation,7,Uncategorized,Uncategorized
ex06_writer0025.bpmn,property,4,Uncategorized,Uncategorized
ex06_writer0025.bpmn,dataInputAssociation,4,Uncategorized,Uncategorized
ex06_writer0025.bpmn,dataObjectReference,4,Uncategorized,Uncategorized
ex06_writer0025.bpmn,task,4,Flow Objects,Classes
ex06_writer0025.bpmn,sourceRef,4,Connecting Objects,Attributes
ex06_writer0025.bpmn,dataObject,4,Artifacts,Classes
ex06_writer0025.bpmn,messageEventDefinition,3,Uncategorized,Uncategorized
ex06_writer0025.bpmn,intermediateCatchEvent,3,Flow Objects,Classes
ex06_writer0025.bpmn,dataStoreReference,1,Uncategorized,Uncategorized
ex06_writer0025.bpmn,process,1,Flow Objects,Classes
ex06_writer0025.bpmn,startEvent,1,Flow Objects,Classes
ex06_writer0025.bpmn,eventBasedGateway,1,Flow Objects,Classes
ex06_writer0025.bpmn,parallelGateway,1,Flow Objects,Classes
ex06_writer0025.bpmn,exclusiveGateway,1,Flow Objects,Classes
ex06_writer0026.bpmn,incoming,13,Connecting Objects,Attributes
ex06_writer0026.bpmn,outgoing,13,Connecting Objects,Attributes
ex06_writer0026.bpmn,sequenceFlow,13,Connecting Objects,Relations
ex06_writer0026.bpmn,targetRef,8,Connecting Objects,Attributes
ex06_writer0026.bpmn,task,7,Flow Objects,Classes
ex06_writer0026.bpmn,property,4,Uncategorized,Uncategorized
ex06_writer0026.bpmn,dataInputAssociation,4,Uncategorized,Uncategorized
ex06_writer0026.bpmn,dataOutputAssociation,4,Uncategorized,Uncategorized
ex06_writer0026.bpmn,dataObjectReference,4,Uncategorized,Uncategorized
ex06_writer0026.bpmn,sourceRef,4,Connecting Objects,Attributes
ex06_writer0026.bpmn,dataObject,4,Artifacts,Classes
ex06_writer0026.bpmn,exclusiveGateway,3,Flow Objects,Classes
ex06_writer0026.bpmn,dataStoreReference,1,Uncategorized,Uncategorized
ex06_writer0026.bpmn,process,1,Flow Objects,Classes
ex06_writer0026.bpmn,endEvent,1,Flow Objects,Classes
ex06_writer0026.bpmn,startEvent,1,Flow Objects,Classes
ex06_writer0027.bpmn,incoming,12,Connecting Objects,Attributes
ex06_writer0027.bpmn,outgoing,12,Connecting Objects,Attributes
ex06_writer0027.bpmn,sequenceFlow,12,Connecting Objects,Relations
ex06_writer0027.bpmn,task,4,Flow Objects,Classes
ex06_writer0027.bpmn,messageEventDefinition,3,Uncategorized,Uncategorized
ex06_writer0027.bpmn,intermediateCatchEvent,3,Flow Objects,Classes
ex06_writer0027.bpmn,targetRef,3,Connecting Objects,Attributes
ex06_writer0027.bpmn,dataOutputAssociation,2,Uncategorized,Uncategorized
ex06_writer0027.bpmn,exclusiveGateway,2,Flow Objects,Classes
ex06_writer0027.bpmn,property,1,Uncategorized,Uncategorized
ex06_writer0027.bpmn,dataInputAssociation,1,Uncategorized,Uncategorized
ex06_writer0027.bpmn,dataObjectReference,1,Uncategorized,Uncategorized
ex06_writer0027.bpmn,process,1,Flow Objects,Classes
ex06_writer0027.bpmn,startEvent,1,Flow Objects,Classes
