N,Missing,Mean,SE,95% Confidence Interval Lower,95% Confidence Interval Upper,Median,Mode,Sum,SD,Variance,IQR,Range,Minimum,Maximum,Skewness,Kurtosis,Shapiro-Wilk W,Shapiro-Wilk p value,25th,50th,75th,90th,95th,99th,Tag
75,0,4.8933333333333335,0.25649988731419,4.390593554197521,5.396073112469146,5.0,6,367,2.221354184819344,4.934414414414413,3.0,9,1,10,0.09797505034119487,-0.21743099851561842,0.9393733802311394,0.0013609370895474129,3.0,5.0,6.0,7.0,9.0,10.0,messageEventDefinition
32,0,2.125,0.2795084971874737,1.5771633455125516,2.6728366544874484,2.0,1,68,1.5811388300841898,2.5,2.0,6,1,7,1.8810878476877877,3.293652445369407,0.7152116780080721,1.4796970921139236e-06,1.0,2.0,3.0,3.900000000000002,5.349999999999998,7.0,multiInstanceLoopCharacteristics
85,0,14.352941176470589,0.5174019027317194,13.338833447116418,15.36704890582476,15.0,15,1220,4.770209844523017,22.75490196078431,6.0,24,3,27,0.017256674373477787,-0.07983796632681761,0.991178526897992,0.8397302789505676,11.0,15.0,17.0,20.0,22.0,24.47999999999999,outgoing
8,0,1.5,0.1889822365046136,1.1295948164509573,1.8704051835490427,1.5,1,12,0.5345224838248488,0.2857142857142857,1.0,1,1,2,0.0,-2.0,0.6646559035934483,0.0008917018985137991,1.0,1.5,2.0,2.0,2.0,2.0,parallelGateway
85,0,2.611764705882353,0.08215261750060886,2.4507455755811596,2.7727838361835464,3.0,3,222,0.7574097093298411,0.5736694677871144,1.0,3,1,4,0.1129760742187497,-0.4429755210876456,0.8463936448756068,6.172053852004467e-08,2.0,3.0,3.0,4.0,4.0,4.0,process
2,0,1.0,0.0,,,1.0,1,2,0.0,0.0,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,property
85,0,14.341176470588236,0.5141016861934129,13.333537165649147,15.348815775527324,15.0,15,1219,4.739783351429407,22.46554621848739,6.0,23,3,26,-0.024729123097271467,-0.17582421267424886,0.9906219280317501,0.804783292764454,11.0,15.0,17.0,20.0,22.0,24.319999999999993,sequenceFlow
2,0,1.0,0.0,,,1.0,1,2,0.0,0.0,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,sourceRef
12,0,1.3333333333333333,0.14213381090374033,1.0547510639620021,1.6119156027046644,1.0,1,16,0.492365963917331,0.2424242424242425,1.0,1,1,2,0.7071067811865479,-1.5,0.6080909793691336,0.00012539601197828832,1.0,1.0,2.0,2.0,2.0,2.0,standardLoopCharacteristics
84,0,2.8095238095238093,0.14418961673955322,2.526912160714285,3.092135458333334,3.0,3,236,1.3215196662713486,1.7464142283419368,2.0,6,1,7,0.6061033372572493,0.6950982609851848,0.9043857344944417,1.211636405683166e-05,2.0,3.0,4.0,4.0,5.0,7.0,startEvent
11,0,1.1818181818181819,0.12196734422726127,0.9427621871327498,1.420874176503614,1.0,1,13,0.4045199174779453,0.16363636363636366,0.0,1,1,2,1.6499158227686106,0.7222222222222205,0.48572030863147786,1.0208570838437076e-06,1.0,1.0,1.0,2.0,2.0,2.0,subProcess
13,0,2.3076923076923075,0.17484848329469047,1.9649892804347142,2.6503953349499008,2.0,2,30,0.6304251719561152,0.3974358974358974,0.0,2,2,4,1.80667922603497,2.0015608740894937,0.5674636641544348,3.4769448742433497e-05,2.0,2.0,2.0,3.0,3.3999999999999986,3.879999999999999,targetRef
85,0,6.8,0.2520504151250416,6.305981186354918,7.294018813645081,6.0,6,578,2.323790007724449,5.399999999999995,3.0,12,1,13,0.3414984833064974,0.31083023058331527,0.9716479747876672,0.05780552356507794,5.0,6.0,8.0,9.600000000000009,11.0,13.0,task
2,0,1.0,0.0,,,1.0,1,2,0.0,0.0,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,terminateEventDefinition
51,0,1.8235294117647058,0.13920187724940272,1.5506937323558765,2.096365091173535,1.0,1,93,0.9941002434954169,0.9882352941176472,2.0,3,1,4,0.7286625843335036,-0.8540306122448973,0.7643697175119957,1.1774438185942732e-07,1.0,1.0,3.0,3.0,3.5,4.0,text
51,0,1.8235294117647058,0.13920187724940272,1.5506937323558765,2.096365091173535,1.0,1,93,0.9941002434954169,0.9882352941176472,2.0,3,1,4,0.7286625843335036,-0.8540306122448973,0.7643697175119957,1.1774438185942732e-07,1.0,1.0,3.0,3.0,3.5,4.0,textAnnotation
83,0,2.0481927710843375,0.07837539070589632,1.8945770053007807,2.2018085368678944,2.0,2,170,0.7140337912655518,0.5098442550690576,0.0,4,1,5,1.1440744973359165,3.21477912780606,0.7520714906360717,1.5936770190043715e-10,2.0,2.0,2.0,3.0,3.0,4.179999999999993,timerEventDefinition
