N,Missing,Mean,SE,95% Confidence Interval Lower,95% Confidence Interval Upper,Median,Mode,Sum,SD,Variance,IQR,Range,Minimum,Maximum,Skewness,Kurtosis,Shapiro-Wilk W,Shapiro-Wilk p value,25th,50th,75th,90th,95th,99th,Tag
8,0,1.5,0.1889822365046136,1.1295948164509573,1.8704051835490427,1.5,1,12,0.5345224838248488,0.2857142857142857,1.0,1,1,2,0.0,-2.0,0.6646559035934483,0.0008917018985137991,1.0,1.5,2.0,2.0,2.0,2.0,lane
10,0,1.0,0.0,,,1.0,1,10,0.0,0.0,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,laneSet
15,0,1.8,0.22253945610567474,1.3638226660328776,2.2361773339671225,2.0,1,27,0.8618916073713347,0.742857142857143,1.5,2,1,3,0.3880028342200186,-1.451183431952663,0.7714747111814437,0.001619295258400425,1.0,2.0,2.5,3.0,3.0,3.0,messageEventDefinition
18,0,11.222222222222221,0.5633440975625227,10.118067790999676,12.326376653444767,11.0,11,202,2.3900665891672546,5.712418300653593,4.0,8,7,15,-0.0041596945498680845,-1.034021228576366,0.9400302233516054,0.2901306186332284,9.0,11.0,13.0,14.3,15.0,15.0,outgoing
9,0,1.8888888888888888,0.11111111111111112,1.671111111111111,2.1066666666666665,2.0,2,17,0.33333333333333337,0.11111111111111113,0.0,1,1,2,-2.474873734152916,4.124999999999997,0.3898412978727054,3.2174928627621425e-07,2.0,2.0,2.0,2.0,2.0,2.0,parallelGateway
18,0,1.2222222222222223,0.10083169033033672,1.0245921091747623,1.4198523352696824,1.0,1,22,0.4277926319464987,0.1830065359477125,0.0,1,1,2,1.3363062095621212,-0.21428571428571574,0.5195964247119629,1.1913737743616681e-06,1.0,1.0,1.0,2.0,2.0,2.0,process
15,0,2.8,0.32659863237109044,2.1598666805526627,3.440133319447337,3.0,3,42,1.2649110640673518,1.6,2.0,4,1,5,-0.05260609853903346,-1.0733418367346945,0.9179104641236058,0.17898908844514488,2.0,3.0,4.0,4.0,4.299999999999999,4.859999999999999,property
18,0,11.222222222222221,0.5633440975625227,10.118067790999676,12.326376653444767,11.0,11,202,2.3900665891672546,5.712418300653593,4.0,8,7,15,-0.0041596945498680845,-1.034021228576366,0.9400302233516054,0.2901306186332284,9.0,11.0,13.0,14.3,15.0,15.0,sequenceFlow
15,0,3.2666666666666666,0.44149817091425747,2.401330251674722,4.1320030816586115,3.0,5,49,1.709915063331955,2.9238095238095236,3.0,5,1,6,0.014328605869310788,-1.393717705227642,0.9043663361169991,0.11099419046405917,2.0,3.0,5.0,5.0,5.299999999999999,5.859999999999999,sourceRef
18,0,1.3333333333333333,0.140028008402801,1.0588784368638433,1.6077882298028232,1.0,1,24,0.5940885257860046,0.3529411764705882,0.75,2,1,3,1.5396007178390032,1.3333333333333357,0.6136307077050733,9.26525720842737e-06,1.0,1.0,1.75,2.0,2.1499999999999986,2.8299999999999983,startEvent
15,0,4.933333333333334,0.6052678798261198,3.747008288874139,6.119658377792528,5.0,4,74,2.3441924185608345,5.495238095238095,3.5,7,1,8,-0.0895871651059811,-1.208775744978659,0.9307094514346961,0.27961390970930367,3.5,5.0,7.0,8.0,8.0,8.0,targetRef
18,0,5.722222222222222,0.2893033728451482,5.155187611445732,6.289256832998713,6.0,6,103,1.227410260553666,1.5065359477124185,1.0,5,3,8,-0.041624193129510156,0.3375760513078703,0.9071668197648021,0.07669900590498521,5.0,6.0,6.0,7.300000000000001,8.0,8.0,task
1,0,1.0,,,,1.0,1,1,,,0.0,0,1,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,timerEventDefinition
