File,Tag,Occurrences,Category
ex05_writer0066.bpmn,endEvent,4,Flow Objects
ex05_writer0066.bpmn,process,3,Uncategorized
ex05_writer0066.bpmn,exclusiveGateway,3,Flow Objects
ex05_writer0066.bpmn,parallelGateway,3,Flow Objects
ex05_writer0066.bpmn,messageEventDefinition,2,Uncategorized
ex05_writer0066.bpmn,lane,2,Swim Lanes
ex05_writer0066.bpmn,laneSet,1,Swim Lanes
ex05_writer0066.bpmn,startEvent,1,Flow Objects
ex05_writer0066.bpmn,intermediateCatchEvent,1,Flow Objects
ex05_writer0075.bpmn,flowNodeRef,16,Uncategorized
ex05_writer0075.bpmn,incoming,14,Connecting Objects
ex05_writer0075.bpmn,outgoing,14,Connecting Objects
ex05_writer0075.bpmn,sequenceFlow,14,Connecting Objects
ex05_writer0075.bpmn,task,11,Flow Objects
ex05_writer0075.bpmn,targetRef,9,Connecting Objects
ex05_writer0075.bpmn,dataOutputAssociation,5,Uncategorized
ex05_writer0075.bpmn,property,4,Uncategorized
ex05_writer0075.bpmn,dataInputAssociation,4,Uncategorized
ex05_writer0075.bpmn,sourceRef,4,Connecting Objects
ex05_writer0075.bpmn,dataObjectReference,3,Uncategorized
ex05_writer0075.bpmn,lane,3,Swim Lanes
ex05_writer0075.bpmn,dataObject,3,Artifacts
ex05_writer0075.bpmn,exclusiveGateway,2,Flow Objects
ex05_writer0075.bpmn,endEvent,2,Flow Objects
ex05_writer0075.bpmn,process,1,Uncategorized
ex05_writer0075.bpmn,dataStoreReference,1,Uncategorized
ex05_writer0075.bpmn,laneSet,1,Swim Lanes
ex05_writer0075.bpmn,startEvent,1,Flow Objects
ex05_writer0076.bpmn,outgoing,17,Connecting Objects
ex05_writer0076.bpmn,incoming,17,Connecting Objects
ex05_writer0076.bpmn,sequenceFlow,17,Connecting Objects
ex05_writer0076.bpmn,flowNodeRef,15,Uncategorized
ex05_writer0076.bpmn,task,7,Flow Objects
ex05_writer0076.bpmn,exclusiveGateway,4,Flow Objects
ex05_writer0076.bpmn,messageEventDefinition,2,Uncategorized
ex05_writer0076.bpmn,lane,2,Swim Lanes
ex05_writer0076.bpmn,parallelGateway,2,Flow Objects
ex05_writer0076.bpmn,process,1,Uncategorized
ex05_writer0076.bpmn,laneSet,1,Swim Lanes
ex05_writer0076.bpmn,startEvent,1,Flow Objects
ex05_writer0076.bpmn,endEvent,1,Flow Objects
ex05_writer0079.bpmn,outgoing,13,Connecting Objects
ex05_writer0079.bpmn,incoming,13,Connecting Objects
ex05_writer0079.bpmn,sequenceFlow,13,Connecting Objects
ex05_writer0079.bpmn,flowNodeRef,12,Uncategorized
ex05_writer0079.bpmn,task,7,Flow Objects
ex05_writer0079.bpmn,exclusiveGateway,3,Flow Objects
ex05_writer0079.bpmn,targetRef,3,Connecting Objects
ex05_writer0079.bpmn,property,2,Uncategorized
ex05_writer0079.bpmn,dataInputAssociation,2,Uncategorized
ex05_writer0079.bpmn,lane,2,Swim Lanes
ex05_writer0079.bpmn,sourceRef,2,Connecting Objects
ex05_writer0079.bpmn,process,1,Uncategorized
ex05_writer0079.bpmn,messageEventDefinition,1,Uncategorized
ex05_writer0079.bpmn,dataOutputAssociation,1,Uncategorized
ex05_writer0079.bpmn,dataStoreReference,1,Uncategorized
ex05_writer0079.bpmn,dataObjectReference,1,Uncategorized
ex05_writer0079.bpmn,laneSet,1,Swim Lanes
ex05_writer0079.bpmn,startEvent,1,Flow Objects
ex05_writer0079.bpmn,endEvent,1,Flow Objects
ex05_writer0079.bpmn,dataObject,1,Artifacts
ex05_writer0084.bpmn,flowNodeRef,17,Uncategorized
ex05_writer0084.bpmn,incoming,16,Connecting Objects
ex05_writer0084.bpmn,outgoing,16,Connecting Objects
ex05_writer0084.bpmn,sequenceFlow,16,Connecting Objects
ex05_writer0084.bpmn,task,10,Flow Objects
ex05_writer0084.bpmn,exclusiveGateway,4,Flow Objects
ex05_writer0084.bpmn,endEvent,3,Flow Objects
ex05_writer0084.bpmn,process,2,Uncategorized
ex05_writer0084.bpmn,lane,2,Swim Lanes
ex05_writer0084.bpmn,messageEventDefinition,1,Uncategorized
ex05_writer0084.bpmn,laneSet,1,Swim Lanes
ex05_writer0084.bpmn,startEvent,1,Flow Objects
ex05_writer0085.bpmn,sequenceFlow,26,Connecting Objects
ex05_writer0085.bpmn,incoming,26,Connecting Objects
ex05_writer0085.bpmn,outgoing,26,Connecting Objects
ex05_writer0085.bpmn,flowNodeRef,24,Uncategorized
ex05_writer0085.bpmn,task,15,Flow Objects
ex05_writer0085.bpmn,targetRef,8,Connecting Objects
ex05_writer0085.bpmn,endEvent,5,Flow Objects
ex05_writer0085.bpmn,property,4,Uncategorized
ex05_writer0085.bpmn,dataInputAssociation,4,Uncategorized
ex05_writer0085.bpmn,dataOutputAssociation,4,Uncategorized
ex05_writer0085.bpmn,dataObjectReference,4,Uncategorized
ex05_writer0085.bpmn,sourceRef,4,Connecting Objects
ex05_writer0085.bpmn,dataObject,4,Artifacts
ex05_writer0085.bpmn,exclusiveGateway,3,Flow Objects
ex05_writer0085.bpmn,process,2,Uncategorized
ex05_writer0085.bpmn,messageEventDefinition,2,Uncategorized
ex05_writer0085.bpmn,lane,2,Swim Lanes
ex05_writer0085.bpmn,startEvent,2,Flow Objects
ex05_writer0085.bpmn,parallelGateway,2,Flow Objects
ex05_writer0085.bpmn,laneSet,1,Swim Lanes
ex05_writer0097.bpmn,outgoing,20,Connecting Objects
ex05_writer0097.bpmn,sequenceFlow,20,Connecting Objects
ex05_writer0097.bpmn,incoming,20,Connecting Objects
ex05_writer0097.bpmn,flowNodeRef,18,Uncategorized
ex05_writer0097.bpmn,targetRef,12,Connecting Objects
ex05_writer0097.bpmn,dataInputAssociation,9,Uncategorized
ex05_writer0097.bpmn,dataObjectReference,9,Uncategorized
ex05_writer0097.bpmn,task,9,Flow Objects
ex05_writer0097.bpmn,sourceRef,9,Connecting Objects
ex05_writer0097.bpmn,dataObject,9,Artifacts
ex05_writer0097.bpmn,property,6,Uncategorized
ex05_writer0097.bpmn,dataOutputAssociation,3,Uncategorized
ex05_writer0097.bpmn,exclusiveGateway,3,Flow Objects
ex05_writer0097.bpmn,lane,2,Swim Lanes
ex05_writer0097.bpmn,parallelGateway,2,Flow Objects
ex05_writer0097.bpmn,endEvent,2,Flow Objects
ex05_writer0097.bpmn,process,1,Uncategorized
ex05_writer0097.bpmn,messageEventDefinition,1,Uncategorized
ex05_writer0097.bpmn,inclusiveGateway,1,Uncategorized
ex05_writer0097.bpmn,laneSet,1,Swim Lanes
ex05_writer0097.bpmn,startEvent,1,Flow Objects
ex05_writer0100.bpmn,targetRef,16,Connecting Objects
ex05_writer0100.bpmn,flowNodeRef,14,Uncategorized
ex05_writer0100.bpmn,outgoing,13,Connecting Objects
ex05_writer0100.bpmn,incoming,13,Connecting Objects
ex05_writer0100.bpmn,sequenceFlow,13,Connecting Objects
ex05_writer0100.bpmn,dataObjectReference,9,Uncategorized
ex05_writer0100.bpmn,dataObject,9,Artifacts
ex05_writer0100.bpmn,property,8,Uncategorized
ex05_writer0100.bpmn,dataInputAssociation,8,Uncategorized
ex05_writer0100.bpmn,dataOutputAssociation,8,Uncategorized
ex05_writer0100.bpmn,task,8,Flow Objects
ex05_writer0100.bpmn,sourceRef,8,Connecting Objects
ex05_writer0100.bpmn,endEvent,3,Flow Objects
ex05_writer0100.bpmn,lane,2,Swim Lanes
ex05_writer0100.bpmn,exclusiveGateway,2,Flow Objects
ex05_writer0100.bpmn,process,1,Uncategorized
ex05_writer0100.bpmn,messageEventDefinition,1,Uncategorized
ex05_writer0100.bpmn,laneSet,1,Swim Lanes
ex05_writer0100.bpmn,startEvent,1,Flow Objects
ex05_writer0104.bpmn,flowNodeRef,22,Uncategorized
ex05_writer0104.bpmn,sequenceFlow,22,Connecting Objects
ex05_writer0104.bpmn,outgoing,22,Connecting Objects
ex05_writer0104.bpmn,incoming,22,Connecting Objects
ex05_writer0104.bpmn,task,13,Flow Objects
ex05_writer0104.bpmn,endEvent,3,Flow Objects
ex05_writer0104.bpmn,exclusiveGateway,3,Flow Objects
ex05_writer0104.bpmn,lane,2,Swim Lanes
ex05_writer0104.bpmn,parallelGateway,2,Flow Objects
ex05_writer0104.bpmn,process,1,Uncategorized
ex05_writer0104.bpmn,messageEventDefinition,1,Uncategorized
ex05_writer0104.bpmn,laneSet,1,Swim Lanes
ex05_writer0104.bpmn,startEvent,1,Flow Objects
