File,Tag,Occurrences,Category
ex07_writer0019.bpmn,flowNodeRef,24,Uncategorized
ex07_writer0019.bpmn,outgoing,19,Connecting Objects
ex07_writer0019.bpmn,incoming,19,Connecting Objects
ex07_writer0019.bpmn,sequenceFlow,19,Connecting Objects
ex07_writer0019.bpmn,task,4,Flow Objects
ex07_writer0019.bpmn,parallelGateway,4,Flow Objects
ex07_writer0019.bpmn,messageEventDefinition,3,Uncategorized
ex07_writer0019.bpmn,lane,3,Swim Lanes
ex07_writer0019.bpmn,intermediateCatchEvent,2,Flow Objects
ex07_writer0019.bpmn,intermediateThrowEvent,2,Flow Objects
ex07_writer0019.bpmn,process,1,Uncategorized
ex07_writer0019.bpmn,childLaneSet,1,Uncategorized
ex07_writer0019.bpmn,multiInstanceLoopCharacteristics,1,Uncategorized
ex07_writer0019.bpmn,timerEventDefinition,1,Uncategorized
ex07_writer0019.bpmn,laneSet,1,Swim Lanes
ex07_writer0019.bpmn,startEvent,1,Flow Objects
ex07_writer0019.bpmn,exclusiveGateway,1,Flow Objects
ex07_writer0019.bpmn,endEvent,1,Flow Objects
ex07_writer0019.bpmn,subProcess,1,Flow Objects
ex07_writer0019.bpmn,eventBasedGateway,1,Flow Objects
ex07_writer0020.bpmn,flowNodeRef,23,Uncategorized
ex07_writer0020.bpmn,outgoing,15,Connecting Objects
ex07_writer0020.bpmn,incoming,15,Connecting Objects
ex07_writer0020.bpmn,sequenceFlow,15,Connecting Objects
ex07_writer0020.bpmn,task,6,Flow Objects
ex07_writer0020.bpmn,parallelGateway,4,Flow Objects
ex07_writer0020.bpmn,lane,3,Swim Lanes
ex07_writer0020.bpmn,startEvent,2,Flow Objects
ex07_writer0020.bpmn,process,1,Uncategorized
ex07_writer0020.bpmn,childLaneSet,1,Uncategorized
ex07_writer0020.bpmn,messageEventDefinition,1,Uncategorized
ex07_writer0020.bpmn,timerEventDefinition,1,Uncategorized
ex07_writer0020.bpmn,textAnnotation,1,Uncategorized
ex07_writer0020.bpmn,text,1,Uncategorized
ex07_writer0020.bpmn,laneSet,1,Swim Lanes
ex07_writer0020.bpmn,intermediateCatchEvent,1,Flow Objects
ex07_writer0020.bpmn,endEvent,1,Flow Objects
ex07_writer0020.bpmn,association,1,Flow Objects
ex07_writer0021.bpmn,sequenceFlow,13,Connecting Objects
ex07_writer0021.bpmn,incoming,13,Connecting Objects
ex07_writer0021.bpmn,outgoing,13,Connecting Objects
ex07_writer0021.bpmn,flowNodeRef,11,Uncategorized
ex07_writer0021.bpmn,task,4,Flow Objects
ex07_writer0021.bpmn,parallelGateway,4,Flow Objects
ex07_writer0021.bpmn,lane,2,Swim Lanes
ex07_writer0021.bpmn,process,1,Uncategorized
ex07_writer0021.bpmn,multiInstanceLoopCharacteristics,1,Uncategorized
ex07_writer0021.bpmn,standardLoopCharacteristics,1,Uncategorized
ex07_writer0021.bpmn,textAnnotation,1,Uncategorized
ex07_writer0021.bpmn,text,1,Uncategorized
ex07_writer0021.bpmn,laneSet,1,Swim Lanes
ex07_writer0021.bpmn,subProcess,1,Flow Objects
ex07_writer0021.bpmn,endEvent,1,Flow Objects
ex07_writer0021.bpmn,startEvent,1,Flow Objects
ex07_writer0021.bpmn,association,1,Flow Objects
ex07_writer0022.bpmn,outgoing,23,Connecting Objects
ex07_writer0022.bpmn,incoming,23,Connecting Objects
ex07_writer0022.bpmn,sequenceFlow,23,Connecting Objects
ex07_writer0022.bpmn,flowNodeRef,20,Uncategorized
ex07_writer0022.bpmn,task,6,Flow Objects
ex07_writer0022.bpmn,parallelGateway,6,Flow Objects
ex07_writer0022.bpmn,messageEventDefinition,3,Uncategorized
ex07_writer0022.bpmn,lane,2,Swim Lanes
ex07_writer0022.bpmn,intermediateCatchEvent,2,Flow Objects
ex07_writer0022.bpmn,intermediateThrowEvent,2,Flow Objects
ex07_writer0022.bpmn,process,1,Uncategorized
ex07_writer0022.bpmn,timerEventDefinition,1,Uncategorized
ex07_writer0022.bpmn,laneSet,1,Swim Lanes
ex07_writer0022.bpmn,startEvent,1,Flow Objects
ex07_writer0022.bpmn,endEvent,1,Flow Objects
ex07_writer0022.bpmn,eventBasedGateway,1,Flow Objects
ex07_writer0022.bpmn,exclusiveGateway,1,Flow Objects
ex07_writer0023.bpmn,flowNodeRef,19,Uncategorized
ex07_writer0023.bpmn,outgoing,15,Connecting Objects
ex07_writer0023.bpmn,incoming,15,Connecting Objects
ex07_writer0023.bpmn,sequenceFlow,15,Connecting Objects
ex07_writer0023.bpmn,messageEventDefinition,6,Uncategorized
ex07_writer0023.bpmn,startEvent,4,Flow Objects
ex07_writer0023.bpmn,task,4,Flow Objects
ex07_writer0023.bpmn,lane,3,Swim Lanes
ex07_writer0023.bpmn,endEvent,3,Flow Objects
ex07_writer0023.bpmn,process,2,Uncategorized
ex07_writer0023.bpmn,parallelGateway,2,Flow Objects
ex07_writer0023.bpmn,intermediateCatchEvent,2,Flow Objects
ex07_writer0023.bpmn,childLaneSet,1,Uncategorized
ex07_writer0023.bpmn,multiInstanceLoopCharacteristics,1,Uncategorized
ex07_writer0023.bpmn,timerEventDefinition,1,Uncategorized
ex07_writer0023.bpmn,laneSet,1,Swim Lanes
ex07_writer0023.bpmn,subProcess,1,Flow Objects
ex07_writer0023.bpmn,intermediateThrowEvent,1,Flow Objects
ex07_writer0023.bpmn,eventBasedGateway,1,Flow Objects
ex07_writer0024.bpmn,incoming,20,Connecting Objects
ex07_writer0024.bpmn,outgoing,20,Connecting Objects
ex07_writer0024.bpmn,sequenceFlow,20,Connecting Objects
ex07_writer0024.bpmn,flowNodeRef,18,Uncategorized
ex07_writer0024.bpmn,task,6,Flow Objects
ex07_writer0024.bpmn,parallelGateway,4,Flow Objects
ex07_writer0024.bpmn,messageEventDefinition,3,Uncategorized
ex07_writer0024.bpmn,textAnnotation,2,Uncategorized
ex07_writer0024.bpmn,text,2,Uncategorized
ex07_writer0024.bpmn,lane,2,Swim Lanes
ex07_writer0024.bpmn,endEvent,2,Flow Objects
ex07_writer0024.bpmn,intermediateCatchEvent,2,Flow Objects
ex07_writer0024.bpmn,association,2,Flow Objects
ex07_writer0024.bpmn,process,1,Uncategorized
ex07_writer0024.bpmn,multiInstanceLoopCharacteristics,1,Uncategorized
ex07_writer0024.bpmn,timerEventDefinition,1,Uncategorized
ex07_writer0024.bpmn,laneSet,1,Swim Lanes
ex07_writer0024.bpmn,startEvent,1,Flow Objects
ex07_writer0024.bpmn,exclusiveGateway,1,Flow Objects
ex07_writer0024.bpmn,intermediateThrowEvent,1,Flow Objects
ex07_writer0024.bpmn,subProcess,1,Flow Objects
ex07_writer0025.bpmn,flowNodeRef,23,Uncategorized
ex07_writer0025.bpmn,incoming,17,Connecting Objects
ex07_writer0025.bpmn,outgoing,17,Connecting Objects
ex07_writer0025.bpmn,sequenceFlow,17,Connecting Objects
ex07_writer0025.bpmn,messageEventDefinition,4,Uncategorized
ex07_writer0025.bpmn,lane,3,Swim Lanes
ex07_writer0025.bpmn,intermediateThrowEvent,3,Flow Objects
ex07_writer0025.bpmn,task,3,Flow Objects
ex07_writer0025.bpmn,parallelGateway,3,Flow Objects
ex07_writer0025.bpmn,intermediateCatchEvent,2,Flow Objects
ex07_writer0025.bpmn,endEvent,2,Flow Objects
ex07_writer0025.bpmn,process,1,Uncategorized
ex07_writer0025.bpmn,childLaneSet,1,Uncategorized
ex07_writer0025.bpmn,timerEventDefinition,1,Uncategorized
ex07_writer0025.bpmn,laneSet,1,Swim Lanes
ex07_writer0025.bpmn,eventBasedGateway,1,Flow Objects
ex07_writer0025.bpmn,startEvent,1,Flow Objects
ex07_writer0025.bpmn,callActivity,1,Flow Objects
ex07_writer0026.bpmn,incoming,18,Connecting Objects
ex07_writer0026.bpmn,outgoing,18,Connecting Objects
ex07_writer0026.bpmn,sequenceFlow,17,Connecting Objects
ex07_writer0026.bpmn,flowNodeRef,16,Uncategorized
ex07_writer0026.bpmn,task,5,Flow Objects
ex07_writer0026.bpmn,messageEventDefinition,3,Uncategorized
ex07_writer0026.bpmn,parallelGateway,3,Flow Objects
ex07_writer0026.bpmn,lane,2,Swim Lanes
ex07_writer0026.bpmn,endEvent,2,Flow Objects
ex07_writer0026.bpmn,intermediateCatchEvent,2,Flow Objects
ex07_writer0026.bpmn,process,1,Uncategorized
ex07_writer0026.bpmn,multiInstanceLoopCharacteristics,1,Uncategorized
ex07_writer0026.bpmn,laneSet,1,Swim Lanes
ex07_writer0026.bpmn,eventBasedGateway,1,Flow Objects
ex07_writer0026.bpmn,subProcess,1,Flow Objects
ex07_writer0026.bpmn,startEvent,1,Flow Objects
ex07_writer0026.bpmn,intermediateThrowEvent,1,Flow Objects
ex07_writer0027.bpmn,flowNodeRef,14,Uncategorized
ex07_writer0027.bpmn,outgoing,14,Connecting Objects
ex07_writer0027.bpmn,incoming,14,Connecting Objects
ex07_writer0027.bpmn,sequenceFlow,14,Connecting Objects
ex07_writer0027.bpmn,task,6,Flow Objects
ex07_writer0027.bpmn,parallelGateway,3,Flow Objects
ex07_writer0027.bpmn,messageEventDefinition,2,Uncategorized
ex07_writer0027.bpmn,textAnnotation,2,Uncategorized
ex07_writer0027.bpmn,text,2,Uncategorized
ex07_writer0027.bpmn,lane,2,Swim Lanes
ex07_writer0027.bpmn,startEvent,2,Flow Objects
ex07_writer0027.bpmn,endEvent,2,Flow Objects
ex07_writer0027.bpmn,association,2,Flow Objects
ex07_writer0027.bpmn,process,1,Uncategorized
ex07_writer0027.bpmn,standardLoopCharacteristics,1,Uncategorized
ex07_writer0027.bpmn,multiInstanceLoopCharacteristics,1,Uncategorized
ex07_writer0027.bpmn,laneSet,1,Swim Lanes
ex07_writer0027.bpmn,subProcess,1,Flow Objects
ex07_writer0028.bpmn,outgoing,12,Connecting Objects
ex07_writer0028.bpmn,incoming,12,Connecting Objects
ex07_writer0028.bpmn,sequenceFlow,12,Connecting Objects
ex07_writer0028.bpmn,messageEventDefinition,5,Uncategorized
ex07_writer0028.bpmn,startEvent,5,Flow Objects
ex07_writer0028.bpmn,task,4,Flow Objects
ex07_writer0028.bpmn,endEvent,3,Flow Objects
ex07_writer0028.bpmn,exclusiveGateway,2,Flow Objects
ex07_writer0028.bpmn,process,1,Uncategorized
ex07_writer0028.bpmn,timerEventDefinition,1,Uncategorized
ex07_writer0029.bpmn,incoming,10,Connecting Objects
ex07_writer0029.bpmn,outgoing,10,Connecting Objects
ex07_writer0029.bpmn,sequenceFlow,10,Connecting Objects
ex07_writer0029.bpmn,task,5,Flow Objects
ex07_writer0029.bpmn,messageEventDefinition,3,Uncategorized
ex07_writer0029.bpmn,textAnnotation,3,Uncategorized
ex07_writer0029.bpmn,text,3,Uncategorized
ex07_writer0029.bpmn,association,3,Flow Objects
ex07_writer0029.bpmn,process,2,Uncategorized
ex07_writer0029.bpmn,endEvent,2,Flow Objects
ex07_writer0029.bpmn,intermediateCatchEvent,2,Flow Objects
ex07_writer0029.bpmn,startEvent,2,Flow Objects
ex07_writer0029.bpmn,multiInstanceLoopCharacteristics,1,Uncategorized
ex07_writer0029.bpmn,standardLoopCharacteristics,1,Uncategorized
ex07_writer0029.bpmn,laneSet,1,Swim Lanes
ex07_writer0029.bpmn,callActivity,1,Flow Objects
ex07_writer0030.bpmn,incoming,20,Connecting Objects
ex07_writer0030.bpmn,outgoing,20,Connecting Objects
ex07_writer0030.bpmn,sequenceFlow,20,Connecting Objects
ex07_writer0030.bpmn,flowNodeRef,18,Uncategorized
ex07_writer0030.bpmn,task,6,Flow Objects
ex07_writer0030.bpmn,parallelGateway,4,Flow Objects
ex07_writer0030.bpmn,messageEventDefinition,3,Uncategorized
ex07_writer0030.bpmn,intermediateCatchEvent,3,Flow Objects
ex07_writer0030.bpmn,lane,2,Swim Lanes
ex07_writer0030.bpmn,process,1,Uncategorized
ex07_writer0030.bpmn,timerEventDefinition,1,Uncategorized
ex07_writer0030.bpmn,laneSet,1,Swim Lanes
ex07_writer0030.bpmn,endEvent,1,Flow Objects
