File,Tag,Occurrences,Category
ex01_writer0008.bpmn,process,1,Uncategorized
ex01_writer0008.bpmn,startEvent,1,Flow Objects
ex01_writer0008.bpmn,endEvent,1,Flow Objects
ex01_writer0013.bpmn,incoming,11,Connecting Objects
ex01_writer0013.bpmn,outgoing,11,Connecting Objects
ex01_writer0013.bpmn,sequenceFlow,11,Connecting Objects
ex01_writer0013.bpmn,task,4,Flow Objects
ex01_writer0013.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0013.bpmn,parallelGateway,2,Flow Objects
ex01_writer0013.bpmn,process,1,Uncategorized
ex01_writer0013.bpmn,messageEventDefinition,1,Uncategorized
ex01_writer0013.bpmn,endEvent,1,Flow Objects
ex01_writer0013.bpmn,startEvent,1,Flow Objects
ex01_writer0014.bpmn,incoming,12,Connecting Objects
ex01_writer0014.bpmn,outgoing,12,Connecting Objects
ex01_writer0014.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0014.bpmn,task,5,Flow Objects
ex01_writer0014.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0014.bpmn,parallelGateway,2,Flow Objects
ex01_writer0014.bpmn,process,1,Uncategorized
ex01_writer0014.bpmn,startEvent,1,Flow Objects
ex01_writer0014.bpmn,endEvent,1,Flow Objects
ex01_writer0015.bpmn,incoming,12,Connecting Objects
ex01_writer0015.bpmn,outgoing,12,Connecting Objects
ex01_writer0015.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0015.bpmn,task,4,Flow Objects
ex01_writer0015.bpmn,messageEventDefinition,2,Uncategorized
ex01_writer0015.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0015.bpmn,parallelGateway,2,Flow Objects
ex01_writer0015.bpmn,process,1,Uncategorized
ex01_writer0015.bpmn,endEvent,1,Flow Objects
ex01_writer0015.bpmn,startEvent,1,Flow Objects
ex01_writer0015.bpmn,intermediateThrowEvent,1,Flow Objects
ex01_writer0016.bpmn,incoming,12,Connecting Objects
ex01_writer0016.bpmn,outgoing,12,Connecting Objects
ex01_writer0016.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0016.bpmn,task,5,Flow Objects
ex01_writer0016.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0016.bpmn,parallelGateway,2,Flow Objects
ex01_writer0016.bpmn,process,1,Uncategorized
ex01_writer0016.bpmn,startEvent,1,Flow Objects
ex01_writer0016.bpmn,endEvent,1,Flow Objects
ex01_writer0017.bpmn,incoming,12,Connecting Objects
ex01_writer0017.bpmn,outgoing,12,Connecting Objects
ex01_writer0017.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0017.bpmn,task,5,Flow Objects
ex01_writer0017.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0017.bpmn,parallelGateway,2,Flow Objects
ex01_writer0017.bpmn,process,1,Uncategorized
ex01_writer0017.bpmn,startEvent,1,Flow Objects
ex01_writer0017.bpmn,endEvent,1,Flow Objects
ex01_writer0019.bpmn,incoming,12,Connecting Objects
ex01_writer0019.bpmn,outgoing,12,Connecting Objects
ex01_writer0019.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0019.bpmn,task,5,Flow Objects
ex01_writer0019.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0019.bpmn,parallelGateway,2,Flow Objects
ex01_writer0019.bpmn,process,1,Uncategorized
ex01_writer0019.bpmn,startEvent,1,Flow Objects
ex01_writer0019.bpmn,endEvent,1,Flow Objects
ex01_writer0020.bpmn,incoming,12,Connecting Objects
ex01_writer0020.bpmn,outgoing,12,Connecting Objects
ex01_writer0020.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0020.bpmn,task,5,Flow Objects
ex01_writer0020.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0020.bpmn,parallelGateway,2,Flow Objects
ex01_writer0020.bpmn,process,1,Uncategorized
ex01_writer0020.bpmn,startEvent,1,Flow Objects
ex01_writer0020.bpmn,endEvent,1,Flow Objects
ex01_writer0021.bpmn,incoming,12,Connecting Objects
ex01_writer0021.bpmn,outgoing,12,Connecting Objects
ex01_writer0021.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0021.bpmn,task,5,Flow Objects
ex01_writer0021.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0021.bpmn,parallelGateway,2,Flow Objects
ex01_writer0021.bpmn,process,1,Uncategorized
ex01_writer0021.bpmn,startEvent,1,Flow Objects
ex01_writer0021.bpmn,endEvent,1,Flow Objects
ex01_writer0024.bpmn,incoming,12,Connecting Objects
ex01_writer0024.bpmn,outgoing,12,Connecting Objects
ex01_writer0024.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0024.bpmn,task,5,Flow Objects
ex01_writer0024.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0024.bpmn,parallelGateway,2,Flow Objects
ex01_writer0024.bpmn,process,1,Uncategorized
ex01_writer0024.bpmn,startEvent,1,Flow Objects
ex01_writer0024.bpmn,endEvent,1,Flow Objects
ex01_writer0025.bpmn,incoming,12,Connecting Objects
ex01_writer0025.bpmn,outgoing,12,Connecting Objects
ex01_writer0025.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0025.bpmn,task,5,Flow Objects
ex01_writer0025.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0025.bpmn,parallelGateway,2,Flow Objects
ex01_writer0025.bpmn,process,1,Uncategorized
ex01_writer0025.bpmn,startEvent,1,Flow Objects
ex01_writer0025.bpmn,endEvent,1,Flow Objects
ex01_writer0026.bpmn,incoming,12,Connecting Objects
ex01_writer0026.bpmn,outgoing,12,Connecting Objects
ex01_writer0026.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0026.bpmn,task,5,Flow Objects
ex01_writer0026.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0026.bpmn,parallelGateway,2,Flow Objects
ex01_writer0026.bpmn,process,1,Uncategorized
ex01_writer0026.bpmn,startEvent,1,Flow Objects
ex01_writer0026.bpmn,endEvent,1,Flow Objects
ex01_writer0027.bpmn,incoming,14,Connecting Objects
ex01_writer0027.bpmn,outgoing,14,Connecting Objects
ex01_writer0027.bpmn,sequenceFlow,14,Connecting Objects
ex01_writer0027.bpmn,task,5,Flow Objects
ex01_writer0027.bpmn,exclusiveGateway,4,Flow Objects
ex01_writer0027.bpmn,parallelGateway,2,Flow Objects
ex01_writer0027.bpmn,process,1,Uncategorized
ex01_writer0027.bpmn,startEvent,1,Flow Objects
ex01_writer0027.bpmn,endEvent,1,Flow Objects
ex01_writer0028.bpmn,incoming,12,Connecting Objects
ex01_writer0028.bpmn,outgoing,12,Connecting Objects
ex01_writer0028.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0028.bpmn,task,5,Flow Objects
ex01_writer0028.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0028.bpmn,parallelGateway,2,Flow Objects
ex01_writer0028.bpmn,process,1,Uncategorized
ex01_writer0028.bpmn,startEvent,1,Flow Objects
ex01_writer0028.bpmn,endEvent,1,Flow Objects
ex01_writer0030.bpmn,incoming,12,Connecting Objects
ex01_writer0030.bpmn,outgoing,12,Connecting Objects
ex01_writer0030.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0030.bpmn,task,5,Flow Objects
ex01_writer0030.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0030.bpmn,parallelGateway,2,Flow Objects
ex01_writer0030.bpmn,process,1,Uncategorized
ex01_writer0030.bpmn,startEvent,1,Flow Objects
ex01_writer0030.bpmn,endEvent,1,Flow Objects
ex01_writer0031.bpmn,incoming,9,Connecting Objects
ex01_writer0031.bpmn,outgoing,9,Connecting Objects
ex01_writer0031.bpmn,sequenceFlow,9,Connecting Objects
ex01_writer0031.bpmn,task,5,Flow Objects
ex01_writer0031.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0031.bpmn,process,1,Uncategorized
ex01_writer0031.bpmn,startEvent,1,Flow Objects
ex01_writer0031.bpmn,endEvent,1,Flow Objects
ex01_writer0033.bpmn,incoming,12,Connecting Objects
ex01_writer0033.bpmn,outgoing,12,Connecting Objects
ex01_writer0033.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0033.bpmn,task,5,Flow Objects
ex01_writer0033.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0033.bpmn,parallelGateway,2,Flow Objects
ex01_writer0033.bpmn,process,1,Uncategorized
ex01_writer0033.bpmn,startEvent,1,Flow Objects
ex01_writer0033.bpmn,endEvent,1,Flow Objects
ex01_writer0034.bpmn,incoming,15,Connecting Objects
ex01_writer0034.bpmn,outgoing,15,Connecting Objects
ex01_writer0034.bpmn,sequenceFlow,15,Connecting Objects
ex01_writer0034.bpmn,task,7,Flow Objects
ex01_writer0034.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0034.bpmn,parallelGateway,2,Flow Objects
ex01_writer0034.bpmn,endEvent,2,Flow Objects
ex01_writer0034.bpmn,process,1,Uncategorized
ex01_writer0034.bpmn,startEvent,1,Flow Objects
ex01_writer0035.bpmn,incoming,12,Connecting Objects
ex01_writer0035.bpmn,outgoing,12,Connecting Objects
ex01_writer0035.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0035.bpmn,task,5,Flow Objects
ex01_writer0035.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0035.bpmn,parallelGateway,2,Flow Objects
ex01_writer0035.bpmn,process,1,Uncategorized
ex01_writer0035.bpmn,startEvent,1,Flow Objects
ex01_writer0035.bpmn,endEvent,1,Flow Objects
ex01_writer0036.bpmn,incoming,12,Connecting Objects
ex01_writer0036.bpmn,outgoing,12,Connecting Objects
ex01_writer0036.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0036.bpmn,task,5,Flow Objects
ex01_writer0036.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0036.bpmn,parallelGateway,2,Flow Objects
ex01_writer0036.bpmn,process,1,Uncategorized
ex01_writer0036.bpmn,startEvent,1,Flow Objects
ex01_writer0036.bpmn,endEvent,1,Flow Objects
ex01_writer0038.bpmn,incoming,11,Connecting Objects
ex01_writer0038.bpmn,outgoing,11,Connecting Objects
ex01_writer0038.bpmn,sequenceFlow,11,Connecting Objects
ex01_writer0038.bpmn,task,4,Flow Objects
ex01_writer0038.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0038.bpmn,parallelGateway,2,Flow Objects
ex01_writer0038.bpmn,process,1,Uncategorized
ex01_writer0038.bpmn,startEvent,1,Flow Objects
ex01_writer0038.bpmn,endEvent,1,Flow Objects
ex01_writer0041.bpmn,incoming,11,Connecting Objects
ex01_writer0041.bpmn,outgoing,11,Connecting Objects
ex01_writer0041.bpmn,sequenceFlow,11,Connecting Objects
ex01_writer0041.bpmn,task,4,Flow Objects
ex01_writer0041.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0041.bpmn,parallelGateway,2,Flow Objects
ex01_writer0041.bpmn,process,1,Uncategorized
ex01_writer0041.bpmn,startEvent,1,Flow Objects
ex01_writer0041.bpmn,endEvent,1,Flow Objects
ex01_writer0042.bpmn,incoming,12,Connecting Objects
ex01_writer0042.bpmn,outgoing,12,Connecting Objects
ex01_writer0042.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0042.bpmn,task,5,Flow Objects
ex01_writer0042.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0042.bpmn,parallelGateway,2,Flow Objects
ex01_writer0042.bpmn,process,1,Uncategorized
ex01_writer0042.bpmn,startEvent,1,Flow Objects
ex01_writer0042.bpmn,endEvent,1,Flow Objects
ex01_writer0043.bpmn,incoming,12,Connecting Objects
ex01_writer0043.bpmn,outgoing,12,Connecting Objects
ex01_writer0043.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0043.bpmn,task,5,Flow Objects
ex01_writer0043.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0043.bpmn,parallelGateway,2,Flow Objects
ex01_writer0043.bpmn,process,1,Uncategorized
ex01_writer0043.bpmn,startEvent,1,Flow Objects
ex01_writer0043.bpmn,endEvent,1,Flow Objects
ex01_writer0044.bpmn,incoming,12,Connecting Objects
ex01_writer0044.bpmn,outgoing,12,Connecting Objects
ex01_writer0044.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0044.bpmn,task,5,Flow Objects
ex01_writer0044.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0044.bpmn,parallelGateway,2,Flow Objects
ex01_writer0044.bpmn,process,1,Uncategorized
ex01_writer0044.bpmn,startEvent,1,Flow Objects
ex01_writer0044.bpmn,endEvent,1,Flow Objects
ex01_writer0045.bpmn,incoming,12,Connecting Objects
ex01_writer0045.bpmn,outgoing,12,Connecting Objects
ex01_writer0045.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0045.bpmn,task,5,Flow Objects
ex01_writer0045.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0045.bpmn,parallelGateway,2,Flow Objects
ex01_writer0045.bpmn,process,1,Uncategorized
ex01_writer0045.bpmn,startEvent,1,Flow Objects
ex01_writer0045.bpmn,endEvent,1,Flow Objects
ex01_writer0047.bpmn,incoming,12,Connecting Objects
ex01_writer0047.bpmn,outgoing,12,Connecting Objects
ex01_writer0047.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0047.bpmn,task,5,Flow Objects
ex01_writer0047.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0047.bpmn,parallelGateway,2,Flow Objects
ex01_writer0047.bpmn,process,1,Uncategorized
ex01_writer0047.bpmn,startEvent,1,Flow Objects
ex01_writer0047.bpmn,endEvent,1,Flow Objects
ex01_writer0048.bpmn,incoming,12,Connecting Objects
ex01_writer0048.bpmn,outgoing,12,Connecting Objects
ex01_writer0048.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0048.bpmn,task,5,Flow Objects
ex01_writer0048.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0048.bpmn,parallelGateway,2,Flow Objects
ex01_writer0048.bpmn,process,1,Uncategorized
ex01_writer0048.bpmn,startEvent,1,Flow Objects
ex01_writer0048.bpmn,endEvent,1,Flow Objects
ex01_writer0050.bpmn,incoming,10,Connecting Objects
ex01_writer0050.bpmn,outgoing,10,Connecting Objects
ex01_writer0050.bpmn,sequenceFlow,10,Connecting Objects
ex01_writer0050.bpmn,task,5,Flow Objects
ex01_writer0050.bpmn,parallelGateway,2,Flow Objects
ex01_writer0050.bpmn,process,1,Uncategorized
ex01_writer0050.bpmn,exclusiveGateway,1,Flow Objects
ex01_writer0050.bpmn,startEvent,1,Flow Objects
ex01_writer0051.bpmn,incoming,12,Connecting Objects
ex01_writer0051.bpmn,outgoing,12,Connecting Objects
ex01_writer0051.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0051.bpmn,task,5,Flow Objects
ex01_writer0051.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0051.bpmn,parallelGateway,2,Flow Objects
ex01_writer0051.bpmn,process,1,Uncategorized
ex01_writer0051.bpmn,startEvent,1,Flow Objects
ex01_writer0051.bpmn,endEvent,1,Flow Objects
ex01_writer0053.bpmn,incoming,12,Connecting Objects
ex01_writer0053.bpmn,outgoing,12,Connecting Objects
ex01_writer0053.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0053.bpmn,task,4,Flow Objects
ex01_writer0053.bpmn,messageEventDefinition,2,Uncategorized
ex01_writer0053.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0053.bpmn,parallelGateway,2,Flow Objects
ex01_writer0053.bpmn,process,1,Uncategorized
ex01_writer0053.bpmn,endEvent,1,Flow Objects
ex01_writer0053.bpmn,startEvent,1,Flow Objects
ex01_writer0053.bpmn,intermediateThrowEvent,1,Flow Objects
ex01_writer0054.bpmn,incoming,11,Connecting Objects
ex01_writer0054.bpmn,outgoing,11,Connecting Objects
ex01_writer0054.bpmn,sequenceFlow,11,Connecting Objects
ex01_writer0054.bpmn,task,7,Flow Objects
ex01_writer0054.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0054.bpmn,process,1,Uncategorized
ex01_writer0054.bpmn,startEvent,1,Flow Objects
ex01_writer0054.bpmn,endEvent,1,Flow Objects
ex01_writer0056.bpmn,incoming,12,Connecting Objects
ex01_writer0056.bpmn,outgoing,12,Connecting Objects
ex01_writer0056.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0056.bpmn,task,5,Flow Objects
ex01_writer0056.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0056.bpmn,parallelGateway,2,Flow Objects
ex01_writer0056.bpmn,process,1,Uncategorized
ex01_writer0056.bpmn,startEvent,1,Flow Objects
ex01_writer0056.bpmn,endEvent,1,Flow Objects
ex01_writer0057.bpmn,incoming,12,Connecting Objects
ex01_writer0057.bpmn,outgoing,12,Connecting Objects
ex01_writer0057.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0057.bpmn,task,5,Flow Objects
ex01_writer0057.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0057.bpmn,parallelGateway,2,Flow Objects
ex01_writer0057.bpmn,process,1,Uncategorized
ex01_writer0057.bpmn,startEvent,1,Flow Objects
ex01_writer0057.bpmn,endEvent,1,Flow Objects
ex01_writer0058.bpmn,incoming,12,Connecting Objects
ex01_writer0058.bpmn,outgoing,12,Connecting Objects
ex01_writer0058.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0058.bpmn,task,5,Flow Objects
ex01_writer0058.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0058.bpmn,parallelGateway,2,Flow Objects
ex01_writer0058.bpmn,process,1,Uncategorized
ex01_writer0058.bpmn,startEvent,1,Flow Objects
ex01_writer0058.bpmn,endEvent,1,Flow Objects
ex01_writer0059.bpmn,incoming,12,Connecting Objects
ex01_writer0059.bpmn,outgoing,12,Connecting Objects
ex01_writer0059.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0059.bpmn,task,5,Flow Objects
ex01_writer0059.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0059.bpmn,parallelGateway,2,Flow Objects
ex01_writer0059.bpmn,process,1,Uncategorized
ex01_writer0059.bpmn,startEvent,1,Flow Objects
ex01_writer0059.bpmn,endEvent,1,Flow Objects
ex01_writer0061.bpmn,incoming,12,Connecting Objects
ex01_writer0061.bpmn,outgoing,12,Connecting Objects
ex01_writer0061.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0061.bpmn,task,5,Flow Objects
ex01_writer0061.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0061.bpmn,parallelGateway,2,Flow Objects
ex01_writer0061.bpmn,process,1,Uncategorized
ex01_writer0061.bpmn,startEvent,1,Flow Objects
ex01_writer0061.bpmn,endEvent,1,Flow Objects
ex01_writer0063.bpmn,incoming,12,Connecting Objects
ex01_writer0063.bpmn,outgoing,12,Connecting Objects
ex01_writer0063.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0063.bpmn,task,5,Flow Objects
ex01_writer0063.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0063.bpmn,parallelGateway,2,Flow Objects
ex01_writer0063.bpmn,process,1,Uncategorized
ex01_writer0063.bpmn,startEvent,1,Flow Objects
ex01_writer0063.bpmn,endEvent,1,Flow Objects
ex01_writer0064.bpmn,incoming,10,Connecting Objects
ex01_writer0064.bpmn,outgoing,10,Connecting Objects
ex01_writer0064.bpmn,sequenceFlow,10,Connecting Objects
ex01_writer0064.bpmn,task,5,Flow Objects
ex01_writer0064.bpmn,parallelGateway,2,Flow Objects
ex01_writer0064.bpmn,process,1,Uncategorized
ex01_writer0064.bpmn,exclusiveGateway,1,Flow Objects
ex01_writer0064.bpmn,startEvent,1,Flow Objects
ex01_writer0064.bpmn,endEvent,1,Flow Objects
ex01_writer0065.bpmn,incoming,12,Connecting Objects
ex01_writer0065.bpmn,outgoing,12,Connecting Objects
ex01_writer0065.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0065.bpmn,task,5,Flow Objects
ex01_writer0065.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0065.bpmn,parallelGateway,2,Flow Objects
ex01_writer0065.bpmn,process,1,Uncategorized
ex01_writer0065.bpmn,startEvent,1,Flow Objects
ex01_writer0065.bpmn,endEvent,1,Flow Objects
ex01_writer0066.bpmn,incoming,11,Connecting Objects
ex01_writer0066.bpmn,outgoing,11,Connecting Objects
ex01_writer0066.bpmn,sequenceFlow,11,Connecting Objects
ex01_writer0066.bpmn,task,4,Flow Objects
ex01_writer0066.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0066.bpmn,parallelGateway,2,Flow Objects
ex01_writer0066.bpmn,process,1,Uncategorized
ex01_writer0066.bpmn,startEvent,1,Flow Objects
ex01_writer0066.bpmn,endEvent,1,Flow Objects
ex01_writer0067.bpmn,incoming,12,Connecting Objects
ex01_writer0067.bpmn,outgoing,12,Connecting Objects
ex01_writer0067.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0067.bpmn,task,5,Flow Objects
ex01_writer0067.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0067.bpmn,parallelGateway,2,Flow Objects
ex01_writer0067.bpmn,process,1,Uncategorized
ex01_writer0067.bpmn,startEvent,1,Flow Objects
ex01_writer0067.bpmn,endEvent,1,Flow Objects
ex01_writer0068.bpmn,incoming,12,Connecting Objects
ex01_writer0068.bpmn,outgoing,12,Connecting Objects
ex01_writer0068.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0068.bpmn,task,5,Flow Objects
ex01_writer0068.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0068.bpmn,parallelGateway,2,Flow Objects
ex01_writer0068.bpmn,process,1,Uncategorized
ex01_writer0068.bpmn,startEvent,1,Flow Objects
ex01_writer0068.bpmn,endEvent,1,Flow Objects
ex01_writer0070.bpmn,incoming,12,Connecting Objects
ex01_writer0070.bpmn,outgoing,12,Connecting Objects
ex01_writer0070.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0070.bpmn,task,5,Flow Objects
ex01_writer0070.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0070.bpmn,parallelGateway,2,Flow Objects
ex01_writer0070.bpmn,process,1,Uncategorized
ex01_writer0070.bpmn,startEvent,1,Flow Objects
ex01_writer0070.bpmn,endEvent,1,Flow Objects
ex01_writer0073.bpmn,incoming,12,Connecting Objects
ex01_writer0073.bpmn,outgoing,12,Connecting Objects
ex01_writer0073.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0073.bpmn,task,5,Flow Objects
ex01_writer0073.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0073.bpmn,parallelGateway,2,Flow Objects
ex01_writer0073.bpmn,process,1,Uncategorized
ex01_writer0073.bpmn,startEvent,1,Flow Objects
ex01_writer0073.bpmn,endEvent,1,Flow Objects
ex01_writer0075.bpmn,incoming,12,Connecting Objects
ex01_writer0075.bpmn,outgoing,12,Connecting Objects
ex01_writer0075.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0075.bpmn,task,5,Flow Objects
ex01_writer0075.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0075.bpmn,parallelGateway,2,Flow Objects
ex01_writer0075.bpmn,process,1,Uncategorized
ex01_writer0075.bpmn,startEvent,1,Flow Objects
ex01_writer0075.bpmn,endEvent,1,Flow Objects
ex01_writer0076.bpmn,incoming,12,Connecting Objects
ex01_writer0076.bpmn,outgoing,12,Connecting Objects
ex01_writer0076.bpmn,sequenceFlow,12,Connecting Objects
ex01_writer0076.bpmn,task,5,Flow Objects
ex01_writer0076.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0076.bpmn,parallelGateway,2,Flow Objects
ex01_writer0076.bpmn,process,1,Uncategorized
ex01_writer0076.bpmn,startEvent,1,Flow Objects
ex01_writer0076.bpmn,endEvent,1,Flow Objects
ex01_writer0077.bpmn,incoming,11,Connecting Objects
ex01_writer0077.bpmn,outgoing,11,Connecting Objects
ex01_writer0077.bpmn,sequenceFlow,11,Connecting Objects
ex01_writer0077.bpmn,task,4,Flow Objects
ex01_writer0077.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0077.bpmn,parallelGateway,2,Flow Objects
ex01_writer0077.bpmn,process,1,Uncategorized
ex01_writer0077.bpmn,startEvent,1,Flow Objects
ex01_writer0077.bpmn,endEvent,1,Flow Objects
ex01_writer0078.bpmn,incoming,16,Connecting Objects
ex01_writer0078.bpmn,outgoing,16,Connecting Objects
ex01_writer0078.bpmn,sequenceFlow,16,Connecting Objects
ex01_writer0078.bpmn,task,6,Flow Objects
ex01_writer0078.bpmn,exclusiveGateway,3,Flow Objects
ex01_writer0078.bpmn,parallelGateway,2,Flow Objects
ex01_writer0078.bpmn,process,1,Uncategorized
ex01_writer0078.bpmn,startEvent,1,Flow Objects
ex01_writer0078.bpmn,endEvent,1,Flow Objects
ex01_writer0079.bpmn,incoming,13,Connecting Objects
ex01_writer0079.bpmn,outgoing,13,Connecting Objects
ex01_writer0079.bpmn,sequenceFlow,13,Connecting Objects
ex01_writer0079.bpmn,task,5,Flow Objects
ex01_writer0079.bpmn,exclusiveGateway,2,Flow Objects
ex01_writer0079.bpmn,parallelGateway,2,Flow Objects
ex01_writer0079.bpmn,process,1,Uncategorized
ex01_writer0079.bpmn,startEvent,1,Flow Objects
ex01_writer0079.bpmn,intermediateThrowEvent,1,Flow Objects
ex01_writer0079.bpmn,endEvent,1,Flow Objects
