File,Tag,Occurrences,Category
ex10_writer0005.bpmn,endEvent,2,Flow Objects
ex10_writer0005.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0005.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0005.bpmn,startEvent,1,Flow Objects
ex10_writer0005.bpmn,exclusiveGateway,1,Flow Objects
ex10_writer0005.bpmn,subProcess,1,Flow Objects
ex10_writer0005.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0006.bpmn,incoming,14,Connecting Objects
ex10_writer0006.bpmn,outgoing,14,Connecting Objects
ex10_writer0006.bpmn,sequenceFlow,14,Connecting Objects
ex10_writer0006.bpmn,task,4,Flow Objects
ex10_writer0006.bpmn,process,2,Uncategorized
ex10_writer0006.bpmn,messageEventDefinition,2,Uncategorized
ex10_writer0006.bpmn,exclusiveGateway,2,Flow Objects
ex10_writer0006.bpmn,intermediateCatchEvent,2,Flow Objects
ex10_writer0006.bpmn,endEvent,2,Flow Objects
ex10_writer0006.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0006.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0006.bpmn,startEvent,1,Flow Objects
ex10_writer0006.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0007.bpmn,incoming,14,Connecting Objects
ex10_writer0007.bpmn,outgoing,14,Connecting Objects
ex10_writer0007.bpmn,sequenceFlow,14,Connecting Objects
ex10_writer0007.bpmn,task,3,Flow Objects
ex10_writer0007.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0007.bpmn,targetRef,3,Connecting Objects
ex10_writer0007.bpmn,dataOutputAssociation,2,Uncategorized
ex10_writer0007.bpmn,messageEventDefinition,2,Uncategorized
ex10_writer0007.bpmn,endEvent,2,Flow Objects
ex10_writer0007.bpmn,process,1,Uncategorized
ex10_writer0007.bpmn,dataObjectReference,1,Uncategorized
ex10_writer0007.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0007.bpmn,property,1,Uncategorized
ex10_writer0007.bpmn,dataInputAssociation,1,Uncategorized
ex10_writer0007.bpmn,laneSet,1,Swim Lanes
ex10_writer0007.bpmn,subProcess,1,Flow Objects
ex10_writer0007.bpmn,intermediateCatchEvent,1,Flow Objects
ex10_writer0007.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0007.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0007.bpmn,startEvent,1,Flow Objects
ex10_writer0007.bpmn,sourceRef,1,Connecting Objects
ex10_writer0007.bpmn,dataObject,1,Artifacts
ex10_writer0008.bpmn,incoming,23,Connecting Objects
ex10_writer0008.bpmn,outgoing,23,Connecting Objects
ex10_writer0008.bpmn,sequenceFlow,23,Connecting Objects
ex10_writer0008.bpmn,messageEventDefinition,11,Uncategorized
ex10_writer0008.bpmn,endEvent,6,Flow Objects
ex10_writer0008.bpmn,intermediateCatchEvent,5,Flow Objects
ex10_writer0008.bpmn,task,4,Flow Objects
ex10_writer0008.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0008.bpmn,startEvent,3,Flow Objects
ex10_writer0008.bpmn,process,2,Uncategorized
ex10_writer0008.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0008.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0008.bpmn,laneSet,1,Swim Lanes
ex10_writer0008.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0008.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0009.bpmn,incoming,20,Connecting Objects
ex10_writer0009.bpmn,outgoing,20,Connecting Objects
ex10_writer0009.bpmn,sequenceFlow,20,Connecting Objects
ex10_writer0009.bpmn,messageEventDefinition,7,Uncategorized
ex10_writer0009.bpmn,task,5,Flow Objects
ex10_writer0009.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0009.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0009.bpmn,endEvent,3,Flow Objects
ex10_writer0009.bpmn,startEvent,3,Flow Objects
ex10_writer0009.bpmn,process,2,Uncategorized
ex10_writer0009.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0009.bpmn,laneSet,1,Swim Lanes
ex10_writer0009.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0009.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0010.bpmn,incoming,18,Connecting Objects
ex10_writer0010.bpmn,outgoing,18,Connecting Objects
ex10_writer0010.bpmn,sequenceFlow,18,Connecting Objects
ex10_writer0010.bpmn,messageEventDefinition,5,Uncategorized
ex10_writer0010.bpmn,task,4,Flow Objects
ex10_writer0010.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0010.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0010.bpmn,endEvent,3,Flow Objects
ex10_writer0010.bpmn,terminateEventDefinition,2,Uncategorized
ex10_writer0010.bpmn,process,1,Uncategorized
ex10_writer0010.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0010.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0010.bpmn,startEvent,1,Flow Objects
ex10_writer0010.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0011.bpmn,incoming,19,Connecting Objects
ex10_writer0011.bpmn,outgoing,19,Connecting Objects
ex10_writer0011.bpmn,sequenceFlow,19,Connecting Objects
ex10_writer0011.bpmn,messageEventDefinition,6,Uncategorized
ex10_writer0011.bpmn,task,4,Flow Objects
ex10_writer0011.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0011.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0011.bpmn,endEvent,2,Flow Objects
ex10_writer0011.bpmn,intermediateThrowEvent,2,Flow Objects
ex10_writer0011.bpmn,process,1,Uncategorized
ex10_writer0011.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0011.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0011.bpmn,textAnnotation,1,Uncategorized
ex10_writer0011.bpmn,text,1,Uncategorized
ex10_writer0011.bpmn,laneSet,1,Swim Lanes
ex10_writer0011.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0011.bpmn,startEvent,1,Flow Objects
ex10_writer0011.bpmn,association,1,Flow Objects
ex10_writer0012.bpmn,outgoing,25,Connecting Objects
ex10_writer0012.bpmn,incoming,25,Connecting Objects
ex10_writer0012.bpmn,sequenceFlow,25,Connecting Objects
ex10_writer0012.bpmn,flowNodeRef,22,Uncategorized
ex10_writer0012.bpmn,task,9,Flow Objects
ex10_writer0012.bpmn,exclusiveGateway,5,Flow Objects
ex10_writer0012.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0012.bpmn,messageEventDefinition,3,Uncategorized
ex10_writer0012.bpmn,lane,2,Swim Lanes
ex10_writer0012.bpmn,parallelGateway,2,Flow Objects
ex10_writer0012.bpmn,process,1,Uncategorized
ex10_writer0012.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0012.bpmn,laneSet,1,Swim Lanes
ex10_writer0012.bpmn,startEvent,1,Flow Objects
ex10_writer0012.bpmn,endEvent,1,Flow Objects
ex10_writer0013.bpmn,incoming,17,Connecting Objects
ex10_writer0013.bpmn,outgoing,17,Connecting Objects
ex10_writer0013.bpmn,sequenceFlow,17,Connecting Objects
ex10_writer0013.bpmn,messageEventDefinition,4,Uncategorized
ex10_writer0013.bpmn,task,3,Flow Objects
ex10_writer0013.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0013.bpmn,process,2,Uncategorized
ex10_writer0013.bpmn,endEvent,2,Flow Objects
ex10_writer0013.bpmn,intermediateCatchEvent,2,Flow Objects
ex10_writer0013.bpmn,intermediateThrowEvent,2,Flow Objects
ex10_writer0013.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0013.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0013.bpmn,subProcess,1,Flow Objects
ex10_writer0013.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0013.bpmn,startEvent,1,Flow Objects
ex10_writer0014.bpmn,incoming,19,Connecting Objects
ex10_writer0014.bpmn,outgoing,19,Connecting Objects
ex10_writer0014.bpmn,sequenceFlow,19,Connecting Objects
ex10_writer0014.bpmn,messageEventDefinition,6,Uncategorized
ex10_writer0014.bpmn,task,4,Flow Objects
ex10_writer0014.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0014.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0014.bpmn,endEvent,2,Flow Objects
ex10_writer0014.bpmn,intermediateThrowEvent,2,Flow Objects
ex10_writer0014.bpmn,process,1,Uncategorized
ex10_writer0014.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0014.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0014.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0014.bpmn,startEvent,1,Flow Objects
ex10_writer0016.bpmn,incoming,15,Connecting Objects
ex10_writer0016.bpmn,outgoing,15,Connecting Objects
ex10_writer0016.bpmn,sequenceFlow,15,Connecting Objects
ex10_writer0016.bpmn,messageEventDefinition,5,Uncategorized
ex10_writer0016.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0016.bpmn,task,2,Flow Objects
ex10_writer0016.bpmn,exclusiveGateway,2,Flow Objects
ex10_writer0016.bpmn,endEvent,2,Flow Objects
ex10_writer0016.bpmn,process,1,Uncategorized
ex10_writer0016.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0016.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0016.bpmn,laneSet,1,Swim Lanes
ex10_writer0016.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0016.bpmn,startEvent,1,Flow Objects
ex10_writer0016.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0019.bpmn,incoming,19,Connecting Objects
ex10_writer0019.bpmn,outgoing,19,Connecting Objects
ex10_writer0019.bpmn,sequenceFlow,19,Connecting Objects
ex10_writer0019.bpmn,messageEventDefinition,6,Uncategorized
ex10_writer0019.bpmn,task,4,Flow Objects
ex10_writer0019.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0019.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0019.bpmn,endEvent,2,Flow Objects
ex10_writer0019.bpmn,intermediateThrowEvent,2,Flow Objects
ex10_writer0019.bpmn,process,1,Uncategorized
ex10_writer0019.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0019.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0019.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0019.bpmn,startEvent,1,Flow Objects
ex10_writer0020.bpmn,incoming,14,Connecting Objects
ex10_writer0020.bpmn,outgoing,14,Connecting Objects
ex10_writer0020.bpmn,sequenceFlow,14,Connecting Objects
ex10_writer0020.bpmn,task,4,Flow Objects
ex10_writer0020.bpmn,messageEventDefinition,2,Uncategorized
ex10_writer0020.bpmn,exclusiveGateway,2,Flow Objects
ex10_writer0020.bpmn,endEvent,2,Flow Objects
ex10_writer0020.bpmn,intermediateCatchEvent,2,Flow Objects
ex10_writer0020.bpmn,process,1,Uncategorized
ex10_writer0020.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0020.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0020.bpmn,startEvent,1,Flow Objects
ex10_writer0021.bpmn,incoming,14,Connecting Objects
ex10_writer0021.bpmn,outgoing,14,Connecting Objects
ex10_writer0021.bpmn,sequenceFlow,14,Connecting Objects
ex10_writer0021.bpmn,messageEventDefinition,4,Uncategorized
ex10_writer0021.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0021.bpmn,process,2,Uncategorized
ex10_writer0021.bpmn,endEvent,2,Flow Objects
ex10_writer0021.bpmn,exclusiveGateway,2,Flow Objects
ex10_writer0021.bpmn,task,2,Flow Objects
ex10_writer0021.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0021.bpmn,textAnnotation,1,Uncategorized
ex10_writer0021.bpmn,text,1,Uncategorized
ex10_writer0021.bpmn,laneSet,1,Swim Lanes
ex10_writer0021.bpmn,startEvent,1,Flow Objects
ex10_writer0021.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0021.bpmn,association,1,Flow Objects
ex10_writer0022.bpmn,incoming,16,Connecting Objects
ex10_writer0022.bpmn,outgoing,16,Connecting Objects
ex10_writer0022.bpmn,sequenceFlow,16,Connecting Objects
ex10_writer0022.bpmn,messageEventDefinition,5,Uncategorized
ex10_writer0022.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0022.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0022.bpmn,task,2,Flow Objects
ex10_writer0022.bpmn,endEvent,2,Flow Objects
ex10_writer0022.bpmn,process,1,Uncategorized
ex10_writer0022.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0022.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0022.bpmn,textAnnotation,1,Uncategorized
ex10_writer0022.bpmn,text,1,Uncategorized
ex10_writer0022.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0022.bpmn,startEvent,1,Flow Objects
ex10_writer0022.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0022.bpmn,association,1,Flow Objects
ex10_writer0023.bpmn,incoming,13,Connecting Objects
ex10_writer0023.bpmn,outgoing,13,Connecting Objects
ex10_writer0023.bpmn,sequenceFlow,13,Connecting Objects
ex10_writer0023.bpmn,messageEventDefinition,6,Uncategorized
ex10_writer0023.bpmn,startEvent,6,Flow Objects
ex10_writer0023.bpmn,task,4,Flow Objects
ex10_writer0023.bpmn,process,2,Uncategorized
ex10_writer0023.bpmn,exclusiveGateway,2,Flow Objects
ex10_writer0023.bpmn,endEvent,2,Flow Objects
ex10_writer0023.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0023.bpmn,laneSet,1,Swim Lanes
ex10_writer0023.bpmn,intermediateCatchEvent,1,Flow Objects
ex10_writer0023.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0024.bpmn,incoming,42,Connecting Objects
ex10_writer0024.bpmn,outgoing,42,Connecting Objects
ex10_writer0024.bpmn,sequenceFlow,42,Connecting Objects
ex10_writer0024.bpmn,messageEventDefinition,22,Uncategorized
ex10_writer0024.bpmn,intermediateCatchEvent,10,Flow Objects
ex10_writer0024.bpmn,intermediateThrowEvent,7,Flow Objects
ex10_writer0024.bpmn,task,6,Flow Objects
ex10_writer0024.bpmn,endEvent,6,Flow Objects
ex10_writer0024.bpmn,exclusiveGateway,4,Flow Objects
ex10_writer0024.bpmn,startEvent,3,Flow Objects
ex10_writer0024.bpmn,process,2,Uncategorized
ex10_writer0024.bpmn,laneSet,2,Swim Lanes
ex10_writer0024.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0024.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0024.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0025.bpmn,incoming,18,Connecting Objects
ex10_writer0025.bpmn,outgoing,18,Connecting Objects
ex10_writer0025.bpmn,sequenceFlow,18,Connecting Objects
ex10_writer0025.bpmn,messageEventDefinition,6,Uncategorized
ex10_writer0025.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0025.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0025.bpmn,task,2,Flow Objects
ex10_writer0025.bpmn,endEvent,2,Flow Objects
ex10_writer0025.bpmn,intermediateThrowEvent,2,Flow Objects
ex10_writer0025.bpmn,process,1,Uncategorized
ex10_writer0025.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0025.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0025.bpmn,laneSet,1,Swim Lanes
ex10_writer0025.bpmn,callActivity,1,Flow Objects
ex10_writer0025.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0025.bpmn,startEvent,1,Flow Objects
ex10_writer0026.bpmn,incoming,17,Connecting Objects
ex10_writer0026.bpmn,outgoing,17,Connecting Objects
ex10_writer0026.bpmn,sequenceFlow,17,Connecting Objects
ex10_writer0026.bpmn,messageEventDefinition,5,Uncategorized
ex10_writer0026.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0026.bpmn,task,3,Flow Objects
ex10_writer0026.bpmn,exclusiveGateway,2,Flow Objects
ex10_writer0026.bpmn,endEvent,2,Flow Objects
ex10_writer0026.bpmn,process,1,Uncategorized
ex10_writer0026.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0026.bpmn,subProcess,1,Flow Objects
ex10_writer0026.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0026.bpmn,startEvent,1,Flow Objects
ex10_writer0026.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0027.bpmn,incoming,16,Connecting Objects
ex10_writer0027.bpmn,outgoing,16,Connecting Objects
ex10_writer0027.bpmn,sequenceFlow,16,Connecting Objects
ex10_writer0027.bpmn,messageEventDefinition,5,Uncategorized
ex10_writer0027.bpmn,task,3,Flow Objects
ex10_writer0027.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0027.bpmn,intermediateCatchEvent,3,Flow Objects
ex10_writer0027.bpmn,endEvent,2,Flow Objects
ex10_writer0027.bpmn,process,1,Uncategorized
ex10_writer0027.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0027.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0027.bpmn,startEvent,1,Flow Objects
ex10_writer0027.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0029.bpmn,incoming,16,Connecting Objects
ex10_writer0029.bpmn,outgoing,16,Connecting Objects
ex10_writer0029.bpmn,sequenceFlow,16,Connecting Objects
ex10_writer0029.bpmn,exclusiveGateway,4,Flow Objects
ex10_writer0029.bpmn,task,3,Flow Objects
ex10_writer0029.bpmn,messageEventDefinition,2,Uncategorized
ex10_writer0029.bpmn,endEvent,2,Flow Objects
ex10_writer0029.bpmn,intermediateCatchEvent,2,Flow Objects
ex10_writer0029.bpmn,process,1,Uncategorized
ex10_writer0029.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0029.bpmn,subProcess,1,Flow Objects
ex10_writer0029.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0029.bpmn,startEvent,1,Flow Objects
ex10_writer0030.bpmn,incoming,17,Connecting Objects
ex10_writer0030.bpmn,outgoing,17,Connecting Objects
ex10_writer0030.bpmn,sequenceFlow,17,Connecting Objects
ex10_writer0030.bpmn,messageEventDefinition,5,Uncategorized
ex10_writer0030.bpmn,task,4,Flow Objects
ex10_writer0030.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0030.bpmn,eventBasedGateway,2,Flow Objects
ex10_writer0030.bpmn,endEvent,2,Flow Objects
ex10_writer0030.bpmn,process,1,Uncategorized
ex10_writer0030.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0030.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0030.bpmn,laneSet,1,Swim Lanes
ex10_writer0030.bpmn,exclusiveGateway,1,Flow Objects
ex10_writer0030.bpmn,startEvent,1,Flow Objects
ex10_writer0030.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0031.bpmn,incoming,27,Connecting Objects
ex10_writer0031.bpmn,outgoing,27,Connecting Objects
ex10_writer0031.bpmn,sequenceFlow,27,Connecting Objects
ex10_writer0031.bpmn,messageEventDefinition,10,Uncategorized
ex10_writer0031.bpmn,task,6,Flow Objects
ex10_writer0031.bpmn,intermediateThrowEvent,4,Flow Objects
ex10_writer0031.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0031.bpmn,endEvent,3,Flow Objects
ex10_writer0031.bpmn,startEvent,3,Flow Objects
ex10_writer0031.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0031.bpmn,process,2,Uncategorized
ex10_writer0031.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0031.bpmn,laneSet,1,Swim Lanes
ex10_writer0031.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0032.bpmn,incoming,13,Connecting Objects
ex10_writer0032.bpmn,outgoing,13,Connecting Objects
ex10_writer0032.bpmn,sequenceFlow,13,Connecting Objects
ex10_writer0032.bpmn,messageEventDefinition,3,Uncategorized
ex10_writer0032.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0032.bpmn,task,2,Flow Objects
ex10_writer0032.bpmn,endEvent,2,Flow Objects
ex10_writer0032.bpmn,intermediateCatchEvent,2,Flow Objects
ex10_writer0032.bpmn,process,1,Uncategorized
ex10_writer0032.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0032.bpmn,terminateEventDefinition,1,Uncategorized
ex10_writer0032.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0032.bpmn,startEvent,1,Flow Objects
ex10_writer0032.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0033.bpmn,incoming,16,Connecting Objects
ex10_writer0033.bpmn,outgoing,16,Connecting Objects
ex10_writer0033.bpmn,sequenceFlow,16,Connecting Objects
ex10_writer0033.bpmn,task,8,Flow Objects
ex10_writer0033.bpmn,startEvent,6,Flow Objects
ex10_writer0033.bpmn,messageEventDefinition,5,Uncategorized
ex10_writer0033.bpmn,process,2,Uncategorized
ex10_writer0033.bpmn,exclusiveGateway,2,Flow Objects
ex10_writer0033.bpmn,endEvent,2,Flow Objects
ex10_writer0033.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0033.bpmn,laneSet,1,Swim Lanes
ex10_writer0033.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0033.bpmn,intermediateCatchEvent,1,Flow Objects
ex10_writer0034.bpmn,incoming,18,Connecting Objects
ex10_writer0034.bpmn,outgoing,18,Connecting Objects
ex10_writer0034.bpmn,sequenceFlow,18,Connecting Objects
ex10_writer0034.bpmn,task,4,Flow Objects
ex10_writer0034.bpmn,intermediateCatchEvent,4,Flow Objects
ex10_writer0034.bpmn,messageEventDefinition,3,Uncategorized
ex10_writer0034.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0034.bpmn,process,2,Uncategorized
ex10_writer0034.bpmn,timerEventDefinition,2,Uncategorized
ex10_writer0034.bpmn,endEvent,2,Flow Objects
ex10_writer0034.bpmn,callActivity,1,Flow Objects
ex10_writer0034.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0034.bpmn,startEvent,1,Flow Objects
ex10_writer0035.bpmn,incoming,24,Connecting Objects
ex10_writer0035.bpmn,outgoing,24,Connecting Objects
ex10_writer0035.bpmn,sequenceFlow,24,Connecting Objects
ex10_writer0035.bpmn,task,8,Flow Objects
ex10_writer0035.bpmn,messageEventDefinition,5,Uncategorized
ex10_writer0035.bpmn,intermediateCatchEvent,5,Flow Objects
ex10_writer0035.bpmn,exclusiveGateway,4,Flow Objects
ex10_writer0035.bpmn,process,2,Uncategorized
ex10_writer0035.bpmn,startEvent,2,Flow Objects
ex10_writer0035.bpmn,endEvent,2,Flow Objects
ex10_writer0035.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0035.bpmn,intermediateThrowEvent,1,Flow Objects
ex10_writer0035.bpmn,eventBasedGateway,1,Flow Objects
ex10_writer0036.bpmn,incoming,25,Connecting Objects
ex10_writer0036.bpmn,outgoing,25,Connecting Objects
ex10_writer0036.bpmn,sequenceFlow,25,Connecting Objects
ex10_writer0036.bpmn,messageEventDefinition,7,Uncategorized
ex10_writer0036.bpmn,task,6,Flow Objects
ex10_writer0036.bpmn,intermediateCatchEvent,5,Flow Objects
ex10_writer0036.bpmn,endEvent,4,Flow Objects
ex10_writer0036.bpmn,exclusiveGateway,3,Flow Objects
ex10_writer0036.bpmn,process,2,Uncategorized
ex10_writer0036.bpmn,terminateEventDefinition,2,Uncategorized
ex10_writer0036.bpmn,laneSet,2,Swim Lanes
ex10_writer0036.bpmn,startEvent,2,Flow Objects
ex10_writer0036.bpmn,intermediateThrowEvent,2,Flow Objects
ex10_writer0036.bpmn,timerEventDefinition,1,Uncategorized
ex10_writer0036.bpmn,eventBasedGateway,1,Flow Objects
