File,Tag,Occurrences
Ex08_writer-LLM-mistral-small-latest-0.0,sourceRef,16
Ex08_writer-LLM-mistral-small-latest-0.0,targetRef,16
Ex08_writer-LLM-mistral-small-latest-0.0,UserTask,14
Ex08_writer-LLM-mistral-small-latest-0.0,StartEvent,2
Ex08_writer-LLM-mistral-small-latest-0.0,EndEvent,2
Ex08_writer-LLM-mistral-small-latest-0.0,laneSets,0
Ex08_writer-LLM-mistral-small-latest-0.0,lanes,0
Ex09_writer-LLM-mistral-small-latest-0.0,SequenceFlow,10
Ex09_writer-LLM-mistral-small-latest-0.0,sourceRef,10
Ex09_writer-LLM-mistral-small-latest-0.0,targetRef,10
Ex09_writer-LLM-mistral-small-latest-0.0,outgoing,9
Ex09_writer-LLM-mistral-small-latest-0.0,incoming,9
Ex09_writer-LLM-mistral-small-latest-0.0,UserTask,7
Ex09_writer-LLM-mistral-small-latest-0.0,lanes,2
Ex09_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex09_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1
Ex09_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex09_writer-LLM-mistral-small-latest-0.0,laneSets,1
Ex10_writer-LLM-mistral-small-latest-0.0,SequenceFlow,15
Ex10_writer-LLM-mistral-small-latest-0.0,sourceRef,15
Ex10_writer-LLM-mistral-small-latest-0.0,targetRef,15
Ex10_writer-LLM-mistral-small-latest-0.0,outgoing,11
Ex10_writer-LLM-mistral-small-latest-0.0,incoming,11
Ex10_writer-LLM-mistral-small-latest-0.0,UserTask,6
Ex10_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,4
Ex10_writer-LLM-mistral-small-latest-0.0,StartEvent,1
Ex10_writer-LLM-mistral-small-latest-0.0,EndEvent,1
Ex10_writer-LLM-mistral-small-latest-0.0,laneSets,0
Ex10_writer-LLM-mistral-small-latest-0.0,lanes,0
