File,Tag,Occurrences
Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,8
Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,8
Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,Task,7
Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,2
Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1
Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,1
Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1
Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,14
Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,14
Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,14
Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,7
Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,3
Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,2
Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2
Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1
Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,Task,1
Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ParallelGateway,1
Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1
Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,10
Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,10
Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,10
Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,Task,4
Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,IntermediateCatchEvent,3
Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2
Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1
Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,1
Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1
Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EventBasedGateway,1
