File,Tag,Occurrences
Ex03_writer-LLM-mistral-small-latest-1.0,ServiceTask,3
Ex03_writer-LLM-mistral-small-latest-1.0,EndEvent,2
Ex03_writer-LLM-mistral-small-latest-1.0,StartEvent,1
Ex03_writer-LLM-mistral-small-latest-1.0,laneSets,0
Ex03_writer-LLM-mistral-small-latest-1.0,lanes,0
Ex04_writer-LLM-mistral-small-latest-1.0,SequenceFlow,9
Ex04_writer-LLM-mistral-small-latest-1.0,sourceRef,9
Ex04_writer-LLM-mistral-small-latest-1.0,targetRef,9
Ex04_writer-LLM-mistral-small-latest-1.0,outgoing,8
Ex04_writer-LLM-mistral-small-latest-1.0,incoming,8
Ex04_writer-LLM-mistral-small-latest-1.0,UserTask,6
Ex04_writer-LLM-mistral-small-latest-1.0,DataObject,3
Ex04_writer-LLM-mistral-small-latest-1.0,StartEvent,1
Ex04_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,1
Ex04_writer-LLM-mistral-small-latest-1.0,EndEvent,1
Ex04_writer-LLM-mistral-small-latest-1.0,laneSets,1
Ex04_writer-LLM-mistral-small-latest-1.0,lanes,1
Ex04_writer-LLM-mistral-small-latest-1.0,DataStore,1
Ex05_writer-LLM-mistral-small-latest-1.0,SequenceFlow,11
Ex05_writer-LLM-mistral-small-latest-1.0,sourceRef,11
Ex05_writer-LLM-mistral-small-latest-1.0,targetRef,11
Ex05_writer-LLM-mistral-small-latest-1.0,outgoing,9
Ex05_writer-LLM-mistral-small-latest-1.0,incoming,9
Ex05_writer-LLM-mistral-small-latest-1.0,UserTask,6
Ex05_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,2
Ex05_writer-LLM-mistral-small-latest-1.0,lanes,2
Ex05_writer-LLM-mistral-small-latest-1.0,StartEvent,1
Ex05_writer-LLM-mistral-small-latest-1.0,EndEvent,1
Ex05_writer-LLM-mistral-small-latest-1.0,laneSets,1
Ex07_writer-LLM-mistral-small-latest-1.0,outgoing,11
Ex07_writer-LLM-mistral-small-latest-1.0,incoming,11
Ex07_writer-LLM-mistral-small-latest-1.0,SequenceFlow,11
Ex07_writer-LLM-mistral-small-latest-1.0,sourceRef,11
Ex07_writer-LLM-mistral-small-latest-1.0,targetRef,11
Ex07_writer-LLM-mistral-small-latest-1.0,UserTask,8
Ex07_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,2
Ex07_writer-LLM-mistral-small-latest-1.0,lanes,2
Ex07_writer-LLM-mistral-small-latest-1.0,StartEvent,1
Ex07_writer-LLM-mistral-small-latest-1.0,EndEvent,1
Ex07_writer-LLM-mistral-small-latest-1.0,laneSets,1
Ex08_writer-LLM-mistral-small-latest-1.0,outgoing,9
Ex08_writer-LLM-mistral-small-latest-1.0,incoming,9
Ex08_writer-LLM-mistral-small-latest-1.0,SequenceFlow,9
Ex08_writer-LLM-mistral-small-latest-1.0,sourceRef,9
Ex08_writer-LLM-mistral-small-latest-1.0,targetRef,9
Ex08_writer-LLM-mistral-small-latest-1.0,UserTask,8
Ex08_writer-LLM-mistral-small-latest-1.0,lanes,2
Ex08_writer-LLM-mistral-small-latest-1.0,StartEvent,1
Ex08_writer-LLM-mistral-small-latest-1.0,EndEvent,1
Ex08_writer-LLM-mistral-small-latest-1.0,laneSets,1
Ex09_writer-LLM-mistral-small-latest-1.0,SequenceFlow,11
Ex09_writer-LLM-mistral-small-latest-1.0,sourceRef,11
Ex09_writer-LLM-mistral-small-latest-1.0,targetRef,11
Ex09_writer-LLM-mistral-small-latest-1.0,UserTask,7
Ex09_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,2
Ex09_writer-LLM-mistral-small-latest-1.0,lanes,2
Ex09_writer-LLM-mistral-small-latest-1.0,StartEvent,1
Ex09_writer-LLM-mistral-small-latest-1.0,EndEvent,1
Ex09_writer-LLM-mistral-small-latest-1.0,laneSets,1
Ex10_writer-LLM-mistral-small-latest-1.0,incoming,28
Ex10_writer-LLM-mistral-small-latest-1.0,SequenceFlow,23
Ex10_writer-LLM-mistral-small-latest-1.0,sourceRef,23
Ex10_writer-LLM-mistral-small-latest-1.0,targetRef,23
Ex10_writer-LLM-mistral-small-latest-1.0,outgoing,22
Ex10_writer-LLM-mistral-small-latest-1.0,Task,12
Ex10_writer-LLM-mistral-small-latest-1.0,EndEvent,8
Ex10_writer-LLM-mistral-small-latest-1.0,IntermediateCatchEvent,4
Ex10_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,4
Ex10_writer-LLM-mistral-small-latest-1.0,StartEvent,2
Ex10_writer-LLM-mistral-small-latest-1.0,laneSets,0
Ex10_writer-LLM-mistral-small-latest-1.0,lanes,0
