File,Tag,Occurrences
Ex04_writer-LLM-mistral-small-latest-1.0,StartEvent,1
Ex04_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,1
Ex04_writer-LLM-mistral-small-latest-1.0,EndEvent,1
Ex04_writer-LLM-mistral-small-latest-1.0,laneSets,1
Ex04_writer-LLM-mistral-small-latest-1.0,lanes,1
Ex05_writer-LLM-mistral-small-latest-1.0,SequenceFlow,9
Ex05_writer-LLM-mistral-small-latest-1.0,sourceRef,9
Ex05_writer-LLM-mistral-small-latest-1.0,targetRef,9
Ex05_writer-LLM-mistral-small-latest-1.0,outgoing,8
Ex05_writer-LLM-mistral-small-latest-1.0,incoming,8
Ex05_writer-LLM-mistral-small-latest-1.0,UserTask,6
Ex05_writer-LLM-mistral-small-latest-1.0,lanes,2
Ex05_writer-LLM-mistral-small-latest-1.0,StartEvent,1
Ex05_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,1
Ex05_writer-LLM-mistral-small-latest-1.0,EndEvent,1
Ex05_writer-LLM-mistral-small-latest-1.0,laneSets,1
Ex07_writer-LLM-mistral-small-latest-1.0,SequenceFlow,11
Ex07_writer-LLM-mistral-small-latest-1.0,sourceRef,11
Ex07_writer-LLM-mistral-small-latest-1.0,targetRef,11
Ex07_writer-LLM-mistral-small-latest-1.0,outgoing,10
Ex07_writer-LLM-mistral-small-latest-1.0,incoming,9
Ex07_writer-LLM-mistral-small-latest-1.0,UserTask,7
Ex07_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,2
Ex07_writer-LLM-mistral-small-latest-1.0,StartEvent,1
Ex07_writer-LLM-mistral-small-latest-1.0,EndEvent,1
Ex07_writer-LLM-mistral-small-latest-1.0,laneSets,0
Ex07_writer-LLM-mistral-small-latest-1.0,lanes,0
Ex08_writer-LLM-mistral-small-latest-1.0,UserTask,16
Ex08_writer-LLM-mistral-small-latest-1.0,outgoing,16
Ex08_writer-LLM-mistral-small-latest-1.0,SequenceFlow,16
Ex08_writer-LLM-mistral-small-latest-1.0,sourceRef,16
Ex08_writer-LLM-mistral-small-latest-1.0,targetRef,16
Ex08_writer-LLM-mistral-small-latest-1.0,incoming,16
Ex08_writer-LLM-mistral-small-latest-1.0,StartEvent,2
Ex08_writer-LLM-mistral-small-latest-1.0,EndEvent,2
Ex08_writer-LLM-mistral-small-latest-1.0,laneSets,0
Ex08_writer-LLM-mistral-small-latest-1.0,lanes,0
Ex09_writer-LLM-mistral-small-latest-1.0,SequenceFlow,13
Ex09_writer-LLM-mistral-small-latest-1.0,sourceRef,13
Ex09_writer-LLM-mistral-small-latest-1.0,targetRef,13
Ex09_writer-LLM-mistral-small-latest-1.0,incoming,11
Ex09_writer-LLM-mistral-small-latest-1.0,outgoing,10
Ex09_writer-LLM-mistral-small-latest-1.0,UserTask,6
Ex09_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,3
Ex09_writer-LLM-mistral-small-latest-1.0,EndEvent,2
Ex09_writer-LLM-mistral-small-latest-1.0,StartEvent,1
Ex09_writer-LLM-mistral-small-latest-1.0,laneSets,0
Ex09_writer-LLM-mistral-small-latest-1.0,lanes,0
Ex10_writer-LLM-mistral-small-latest-1.0,SequenceFlow,9
Ex10_writer-LLM-mistral-small-latest-1.0,sourceRef,9
Ex10_writer-LLM-mistral-small-latest-1.0,targetRef,9
Ex10_writer-LLM-mistral-small-latest-1.0,incoming,8
Ex10_writer-LLM-mistral-small-latest-1.0,outgoing,7
Ex10_writer-LLM-mistral-small-latest-1.0,UserTask,5
Ex10_writer-LLM-mistral-small-latest-1.0,ExclusiveGateway,2
Ex10_writer-LLM-mistral-small-latest-1.0,StartEvent,1
Ex10_writer-LLM-mistral-small-latest-1.0,TimerEventDefinition,1
Ex10_writer-LLM-mistral-small-latest-1.0,IntermediateCatchEvent,1
Ex10_writer-LLM-mistral-small-latest-1.0,LoopCharacteristics,1
Ex10_writer-LLM-mistral-small-latest-1.0,laneSets,0
Ex10_writer-LLM-mistral-small-latest-1.0,lanes,0
