File,Tag,Occurrences
Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,3
Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1
Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,1
Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1
Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,9
Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,9
Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,9
Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,8
Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,8
Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,6
Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1
Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,ExclusiveGateway,1
Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,1
Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1
Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,1
Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,10
Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,10
Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,10
Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,10
Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,10
Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,8
Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,2
Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1
Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,ExclusiveGateway,1
Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,1
Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,8
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,8
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,8
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,8
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,8
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,5
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,2
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,CallActivity,1
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,IntermediateCatchEvent,1
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,1
Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1
Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,7
Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,7
Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,7
Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,7
Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,7
Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,6
Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,2
Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1
Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,1
Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1
Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,14
Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,14
Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,14
Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,14
Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,12
Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,9
Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,3
Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,ExclusiveGateway,2
Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,2
Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1
Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,20
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,20
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,20
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,15
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,13
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,6
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,4
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,ExclusiveGateway,3
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,2
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,2
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,2
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,SendTask,1
Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,IntermediateCatchEvent,1
