File,Tag,Occurrences
Ex04_writer-LLM-mistral-large-latest-1.0,lanes,1
Ex04_writer-LLM-mistral-large-latest-1.0,DataObject,1
Ex04_writer-LLM-mistral-large-latest-1.0,DataStore,1
Ex05_writer-LLM-mistral-large-latest-1.0,SequenceFlow,12
Ex05_writer-LLM-mistral-large-latest-1.0,sourceRef,12
Ex05_writer-LLM-mistral-large-latest-1.0,targetRef,12
Ex05_writer-LLM-mistral-large-latest-1.0,outgoing,9
Ex05_writer-LLM-mistral-large-latest-1.0,incoming,8
Ex05_writer-LLM-mistral-large-latest-1.0,UserTask,5
Ex05_writer-LLM-mistral-large-latest-1.0,Task,2
Ex05_writer-LLM-mistral-large-latest-1.0,lanes,2
Ex05_writer-LLM-mistral-large-latest-1.0,StartEvent,1
Ex05_writer-LLM-mistral-large-latest-1.0,ExclusiveGateway,1
Ex05_writer-LLM-mistral-large-latest-1.0,EndEvent,1
Ex05_writer-LLM-mistral-large-latest-1.0,laneSets,1
Ex07_writer-LLM-mistral-large-latest-1.0,outgoing,9
Ex07_writer-LLM-mistral-large-latest-1.0,SequenceFlow,9
Ex07_writer-LLM-mistral-large-latest-1.0,sourceRef,9
Ex07_writer-LLM-mistral-large-latest-1.0,targetRef,9
Ex07_writer-LLM-mistral-large-latest-1.0,Task,7
Ex07_writer-LLM-mistral-large-latest-1.0,EndEvent,2
Ex07_writer-LLM-mistral-large-latest-1.0,incoming,2
Ex07_writer-LLM-mistral-large-latest-1.0,lanes,2
Ex07_writer-LLM-mistral-large-latest-1.0,StartEvent,1
Ex07_writer-LLM-mistral-large-latest-1.0,ExclusiveGateway,1
Ex07_writer-LLM-mistral-large-latest-1.0,laneSets,1
Ex07_writer-LLM-mistral-large-latest-1.0,SubProcess,1
Ex08_writer-LLM-mistral-large-latest-1.0,SequenceFlow,14
Ex08_writer-LLM-mistral-large-latest-1.0,sourceRef,14
Ex08_writer-LLM-mistral-large-latest-1.0,targetRef,14
Ex08_writer-LLM-mistral-large-latest-1.0,Task,13
Ex08_writer-LLM-mistral-large-latest-1.0,outgoing,10
Ex08_writer-LLM-mistral-large-latest-1.0,incoming,7
Ex08_writer-LLM-mistral-large-latest-1.0,StartEvent,3
Ex08_writer-LLM-mistral-large-latest-1.0,EndEvent,3
Ex08_writer-LLM-mistral-large-latest-1.0,laneSets,3
Ex08_writer-LLM-mistral-large-latest-1.0,lanes,3
Ex09_writer-LLM-mistral-large-latest-1.0,SequenceFlow,11
Ex09_writer-LLM-mistral-large-latest-1.0,sourceRef,11
Ex09_writer-LLM-mistral-large-latest-1.0,targetRef,11
Ex09_writer-LLM-mistral-large-latest-1.0,Task,7
Ex09_writer-LLM-mistral-large-latest-1.0,lanes,3
Ex09_writer-LLM-mistral-large-latest-1.0,StartEvent,1
Ex09_writer-LLM-mistral-large-latest-1.0,UserTask,1
Ex09_writer-LLM-mistral-large-latest-1.0,ExclusiveGateway,1
Ex09_writer-LLM-mistral-large-latest-1.0,EndEvent,1
Ex09_writer-LLM-mistral-large-latest-1.0,laneSets,1
