N,Missing,Mean,SE,95% Confidence Interval Lower,95% Confidence Interval Upper,Median,Mode,Sum,SD,Variance,IQR,Range,Minimum,Maximum,Skewness,Kurtosis,Shapiro-Wilk W,Shapiro-Wilk p value,25th,50th,75th,90th,95th,99th,Tag
243,0,3.3045267489711936,0.1304989666009614,3.0487487744333093,3.560304723509078,3.0,1,803,2.0342775643928923,4.138285208992278,3.0,10,1,11,0.7575859115598869,0.20513338583771157,0.9057165015666513,3.115030630082629e-11,1.0,3.0,4.0,6.0,7.0,8.579999999999984,property
704,0,14.052556818181818,0.17230269325483374,13.714843539402343,14.390270096961293,13.0,12,9893,4.57170707115187,20.900505544420014,5.0,39,3,42,1.4775537810081507,5.8006901208086,0.9117215525199802,8.574325327821179e-20,12.0,13.0,17.0,19.0,21.0,27.0,sequenceFlow
242,0,3.8636363636363638,0.15606460401222608,3.5577497397724005,4.169522987500327,4.0,1,935,2.4277954756052433,5.8941908713692905,3.0,12,1,13,0.8201905199571491,0.5070459075827003,0.9166348893429896,2.1535434575393455e-10,2.0,4.0,5.0,7.0,8.0,10.590000000000003,sourceRef
43,0,1.1162790697674418,0.049463369732286364,1.0193308650921606,1.213227274442723,1.0,1,48,0.32435300622428814,0.10520487264673309,0.0,1,1,2,2.3940716253630394,3.7315789473684253,0.3742990173994357,2.6219090605782873e-12,1.0,1.0,1.0,1.8000000000000043,2.0,2.0,standardLoopCharacteristics
702,0,1.4501424501424502,0.03716624075052889,1.3772966182714137,1.5229882820134868,1.0,1,1018,0.984730051827121,0.9696932749714444,0.0,6,1,7,2.673066959274625,7.974099484815678,0.5265126777517273,1.2481817798567461e-39,1.0,1.0,1.0,3.0,3.949999999999932,5.990000000000009,startEvent
121,0,1.1570247933884297,0.04232932747604631,1.074059311535379,1.2399902752414804,1.0,1,140,0.4656226022365094,0.21680440771349868,0.0,3,1,4,3.5043743938188565,13.897769746306327,0.3808310356523711,2.2141233691750787e-20,1.0,1.0,1.0,2.0,2.0,3.0,subProcess
263,0,6.722433460076045,0.2355367762430263,6.260781378639714,7.184085541512377,6.0,4,1768,3.8197646117604953,14.590601689257808,5.0,22,1,23,0.7802719080921244,0.6500649743473779,0.9456751699048286,2.6634922090199104e-08,4.0,6.0,9.0,12.0,13.0,17.0,targetRef
704,0,5.815340909090909,0.07850286793713641,5.661475287934122,5.969206530247696,6.0,5,4094,2.0829164633144215,4.338540993146259,3.0,14,1,15,0.615915665705242,0.772234422926084,0.9581292247262903,2.7998857970797316e-13,4.0,6.0,7.0,8.0,9.0,11.0,task
52,0,1.1923076923076923,0.06748253524388614,1.0600419232296754,1.3245734613857092,1.0,1,62,0.4866234820402746,0.23680241327300144,0.0,2,1,3,2.5193112098226345,5.545945068765471,0.44588940415710543,9.93465374979614e-13,1.0,1.0,1.0,2.0,2.0,3.0,terminateEventDefinition
108,0,1.537037037037037,0.08260420999029944,1.37513278545605,1.698941288618024,1.0,1,166,0.8584481317337236,0.7369331948771205,1.0,3,1,4,1.3986142647919309,0.7890988940002082,0.660771884941316,1.9055634577936987e-14,1.0,1.0,2.0,3.0,3.0,4.0,text
108,0,1.537037037037037,0.08260420999029944,1.37513278545605,1.698941288618024,1.0,1,166,0.8584481317337236,0.7369331948771205,1.0,3,1,4,1.3986142647919309,0.7890988940002082,0.660771884941316,1.9055634577936987e-14,1.0,1.0,2.0,3.0,3.0,4.0,textAnnotation
253,0,1.482213438735178,0.045011162789002794,1.3939915596687324,1.5704353178016235,1.0,1,375,0.7159463724549359,0.5125792082313817,1.0,4,1,5,1.850234313246026,4.653238978470056,0.6657469886944427,4.854888213036133e-22,1.0,1.0,2.0,2.0,3.0,4.0,timerEventDefinition
