Target,File,Tag,Occurrences,Category,CategoryEMF
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,sourceRef,5,Connecting Objects,Attributes
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,targetRef,5,Connecting Objects,Attributes
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,outgoing,4,Connecting Objects,Attributes
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,incoming,4,Connecting Objects,Attributes
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,UserTask,2,Flow Objects,Classes
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,DataObject,2,Artifacts,Classes
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,StartEvent,1,Flow Objects,Classes
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,EndEvent,1,Flow Objects,Classes
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,lanes,1,Swim Lanes,Classes
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,DataStore,1,Artifacts,Classes
MS-RAG-0,Ex02_writer-LLM-mistral-small-latest-0.0,laneSets,0,Swim Lanes,Classes
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,SequenceFlow,17,Connecting Objects,Relations
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,sourceRef,17,Connecting Objects,Attributes
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,targetRef,17,Connecting Objects,Attributes
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,incoming,16,Connecting Objects,Attributes
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,outgoing,15,Connecting Objects,Attributes
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,UserTask,5,Flow Objects,Classes
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,ServiceTask,5,Flow Objects,Classes
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,4,Flow Objects,Classes
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,EndEvent,2,Flow Objects,Classes
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,lanes,2,Swim Lanes,Classes
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,StartEvent,1,Flow Objects,Classes
MS-RAG-0,Ex03_writer-LLM-mistral-small-latest-0.0,laneSets,1,Swim Lanes,Classes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,SequenceFlow,9,Connecting Objects,Relations
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,sourceRef,9,Connecting Objects,Attributes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,targetRef,9,Connecting Objects,Attributes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,outgoing,8,Connecting Objects,Attributes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,incoming,8,Connecting Objects,Attributes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,UserTask,5,Flow Objects,Classes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,DataObject,3,Artifacts,Classes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,StartEvent,1,Flow Objects,Classes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,EndEvent,1,Flow Objects,Classes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,IntermediateCatchEvent,1,Flow Objects,Classes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,laneSets,1,Swim Lanes,Classes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,lanes,1,Swim Lanes,Classes
MS-RAG-0,Ex04_writer-LLM-mistral-small-latest-0.0,DataStore,1,Artifacts,Classes
MS-RAG-0,Ex05_writer-LLM-mistral-small-latest-0.0,SequenceFlow,15,Connecting Objects,Relations
MS-RAG-0,Ex05_writer-LLM-mistral-small-latest-0.0,sourceRef,15,Connecting Objects,Attributes
MS-RAG-0,Ex05_writer-LLM-mistral-small-latest-0.0,targetRef,15,Connecting Objects,Attributes
MS-RAG-0,Ex05_writer-LLM-mistral-small-latest-0.0,outgoing,12,Connecting Objects,Attributes
MS-RAG-0,Ex05_writer-LLM-mistral-small-latest-0.0,incoming,12,Connecting Objects,Attributes
MS-RAG-0,Ex05_writer-LLM-mistral-small-latest-0.0,UserTask,8,Flow Objects,Classes
MS-RAG-0,Ex05_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,3,Flow Objects,Classes
MS-RAG-0,Ex05_writer-LLM-mistral-small-latest-0.0,lanes,2,Swim Lanes,Classes
MS-RAG-0,Ex05_writer-LLM-mistral-small-latest-0.0,StartEvent,1,Flow Objects,Classes
MS-RAG-0,Ex05_writer-LLM-mistral-small-latest-0.0,EndEvent,1,Flow Objects,Classes
MS-RAG-0,Ex05_writer-LLM-mistral-small-latest-0.0,laneSets,1,Swim Lanes,Classes
MS-RAG-0,Ex07_writer-LLM-mistral-small-latest-0.0,SequenceFlow,11,Connecting Objects,Relations
MS-RAG-0,Ex07_writer-LLM-mistral-small-latest-0.0,sourceRef,11,Connecting Objects,Attributes
MS-RAG-0,Ex07_writer-LLM-mistral-small-latest-0.0,targetRef,11,Connecting Objects,Attributes
MS-RAG-0,Ex07_writer-LLM-mistral-small-latest-0.0,outgoing,9,Connecting Objects,Attributes
MS-RAG-0,Ex07_writer-LLM-mistral-small-latest-0.0,incoming,9,Connecting Objects,Attributes
MS-RAG-0,Ex07_writer-LLM-mistral-small-latest-0.0,UserTask,7,Flow Objects,Classes
MS-RAG-0,Ex07_writer-LLM-mistral-small-latest-0.0,lanes,2,Swim Lanes,Classes
MS-RAG-0,Ex07_writer-LLM-mistral-small-latest-0.0,StartEvent,1,Flow Objects,Classes
MS-RAG-0,Ex07_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
MS-RAG-0,Ex07_writer-LLM-mistral-small-latest-0.0,EndEvent,1,Flow Objects,Classes
MS-RAG-0,Ex07_writer-LLM-mistral-small-latest-0.0,laneSets,1,Swim Lanes,Classes
MS-RAG-0,Ex08_writer-LLM-mistral-small-latest-0.0,outgoing,9,Connecting Objects,Attributes
MS-RAG-0,Ex08_writer-LLM-mistral-small-latest-0.0,incoming,9,Connecting Objects,Attributes
MS-RAG-0,Ex08_writer-LLM-mistral-small-latest-0.0,SequenceFlow,9,Connecting Objects,Relations
MS-RAG-0,Ex08_writer-LLM-mistral-small-latest-0.0,sourceRef,9,Connecting Objects,Attributes
MS-RAG-0,Ex08_writer-LLM-mistral-small-latest-0.0,targetRef,9,Connecting Objects,Attributes
MS-RAG-0,Ex08_writer-LLM-mistral-small-latest-0.0,UserTask,8,Flow Objects,Classes
MS-RAG-0,Ex08_writer-LLM-mistral-small-latest-0.0,laneSets,2,Swim Lanes,Classes
MS-RAG-0,Ex08_writer-LLM-mistral-small-latest-0.0,lanes,2,Swim Lanes,Classes
MS-RAG-0,Ex08_writer-LLM-mistral-small-latest-0.0,StartEvent,1,Flow Objects,Classes
MS-RAG-0,Ex08_writer-LLM-mistral-small-latest-0.0,EndEvent,1,Flow Objects,Classes
MS-RAG-0,Ex09_writer-LLM-mistral-small-latest-0.0,outgoing,9,Connecting Objects,Attributes
MS-RAG-0,Ex09_writer-LLM-mistral-small-latest-0.0,incoming,9,Connecting Objects,Attributes
MS-RAG-0,Ex09_writer-LLM-mistral-small-latest-0.0,SequenceFlow,9,Connecting Objects,Relations
MS-RAG-0,Ex09_writer-LLM-mistral-small-latest-0.0,sourceRef,9,Connecting Objects,Attributes
MS-RAG-0,Ex09_writer-LLM-mistral-small-latest-0.0,targetRef,9,Connecting Objects,Attributes
MS-RAG-0,Ex09_writer-LLM-mistral-small-latest-0.0,UserTask,7,Flow Objects,Classes
MS-RAG-0,Ex09_writer-LLM-mistral-small-latest-0.0,lanes,2,Swim Lanes,Classes
MS-RAG-0,Ex09_writer-LLM-mistral-small-latest-0.0,StartEvent,1,Flow Objects,Classes
MS-RAG-0,Ex09_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
MS-RAG-0,Ex09_writer-LLM-mistral-small-latest-0.0,EndEvent,1,Flow Objects,Classes
MS-RAG-0,Ex09_writer-LLM-mistral-small-latest-0.0,laneSets,1,Swim Lanes,Classes
MS-RAG-0,Ex10_writer-LLM-mistral-small-latest-0.0,SequenceFlow,21,Connecting Objects,Relations
MS-RAG-0,Ex10_writer-LLM-mistral-small-latest-0.0,sourceRef,21,Connecting Objects,Attributes
MS-RAG-0,Ex10_writer-LLM-mistral-small-latest-0.0,targetRef,21,Connecting Objects,Attributes
MS-RAG-0,Ex10_writer-LLM-mistral-small-latest-0.0,Task,9,Flow Objects,Classes
MS-RAG-0,Ex10_writer-LLM-mistral-small-latest-0.0,SendTask,6,Flow Objects,Classes
MS-RAG-0,Ex10_writer-LLM-mistral-small-latest-0.0,IntermediateCatchEvent,4,Flow Objects,Classes
MS-RAG-0,Ex10_writer-LLM-mistral-small-latest-0.0,ExclusiveGateway,4,Flow Objects,Classes
MS-RAG-0,Ex10_writer-LLM-mistral-small-latest-0.0,StartEvent,1,Flow Objects,Classes
MS-RAG-0,Ex10_writer-LLM-mistral-small-latest-0.0,laneSets,0,Swim Lanes,Classes
MS-RAG-0,Ex10_writer-LLM-mistral-small-latest-0.0,lanes,0,Swim Lanes,Classes
