Target,File,Tag,Occurrences,Category,CategoryEMF
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,ExclusiveGateway,4,Flow Objects,Classes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,DataObject,4,Artifacts,Classes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,lanes,3,Swim Lanes,Classes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,EndEvent,2,Flow Objects,Classes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,DataStore,2,Artifacts,Classes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex03_writer-LLM-mistral-large-latest-1.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,incoming,7,Connecting Objects,Attributes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,SequenceFlow,7,Connecting Objects,Relations
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,sourceRef,7,Connecting Objects,Attributes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,targetRef,7,Connecting Objects,Attributes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,outgoing,6,Connecting Objects,Attributes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,UserTask,4,Flow Objects,Classes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,EndEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,ReceiveTask,1,Flow Objects,Classes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,lanes,1,Swim Lanes,Classes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,DataObject,1,Artifacts,Classes
ML-NoRAG-1,Ex04_writer-LLM-mistral-large-latest-1.0,DataStore,1,Artifacts,Classes
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,SequenceFlow,12,Connecting Objects,Relations
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,sourceRef,12,Connecting Objects,Attributes
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,targetRef,12,Connecting Objects,Attributes
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,outgoing,9,Connecting Objects,Attributes
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,incoming,8,Connecting Objects,Attributes
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,UserTask,5,Flow Objects,Classes
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,Task,2,Flow Objects,Classes
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,lanes,2,Swim Lanes,Classes
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,EndEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex05_writer-LLM-mistral-large-latest-1.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,outgoing,9,Connecting Objects,Attributes
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,SequenceFlow,9,Connecting Objects,Relations
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,sourceRef,9,Connecting Objects,Attributes
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,targetRef,9,Connecting Objects,Attributes
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,Task,7,Flow Objects,Classes
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,EndEvent,2,Flow Objects,Classes
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,incoming,2,Connecting Objects,Attributes
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,lanes,2,Swim Lanes,Classes
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,laneSets,1,Swim Lanes,Classes
ML-NoRAG-1,Ex07_writer-LLM-mistral-large-latest-1.0,SubProcess,1,Flow Objects,Classes
ML-NoRAG-1,Ex08_writer-LLM-mistral-large-latest-1.0,SequenceFlow,14,Connecting Objects,Relations
ML-NoRAG-1,Ex08_writer-LLM-mistral-large-latest-1.0,sourceRef,14,Connecting Objects,Attributes
ML-NoRAG-1,Ex08_writer-LLM-mistral-large-latest-1.0,targetRef,14,Connecting Objects,Attributes
ML-NoRAG-1,Ex08_writer-LLM-mistral-large-latest-1.0,Task,13,Flow Objects,Classes
ML-NoRAG-1,Ex08_writer-LLM-mistral-large-latest-1.0,outgoing,10,Connecting Objects,Attributes
ML-NoRAG-1,Ex08_writer-LLM-mistral-large-latest-1.0,incoming,7,Connecting Objects,Attributes
ML-NoRAG-1,Ex08_writer-LLM-mistral-large-latest-1.0,StartEvent,3,Flow Objects,Classes
ML-NoRAG-1,Ex08_writer-LLM-mistral-large-latest-1.0,EndEvent,3,Flow Objects,Classes
ML-NoRAG-1,Ex08_writer-LLM-mistral-large-latest-1.0,laneSets,3,Swim Lanes,Classes
ML-NoRAG-1,Ex08_writer-LLM-mistral-large-latest-1.0,lanes,3,Swim Lanes,Classes
ML-NoRAG-1,Ex09_writer-LLM-mistral-large-latest-1.0,SequenceFlow,11,Connecting Objects,Relations
ML-NoRAG-1,Ex09_writer-LLM-mistral-large-latest-1.0,sourceRef,11,Connecting Objects,Attributes
ML-NoRAG-1,Ex09_writer-LLM-mistral-large-latest-1.0,targetRef,11,Connecting Objects,Attributes
ML-NoRAG-1,Ex09_writer-LLM-mistral-large-latest-1.0,Task,7,Flow Objects,Classes
ML-NoRAG-1,Ex09_writer-LLM-mistral-large-latest-1.0,lanes,3,Swim Lanes,Classes
ML-NoRAG-1,Ex09_writer-LLM-mistral-large-latest-1.0,StartEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex09_writer-LLM-mistral-large-latest-1.0,UserTask,1,Flow Objects,Classes
ML-NoRAG-1,Ex09_writer-LLM-mistral-large-latest-1.0,ExclusiveGateway,1,Flow Objects,Classes
ML-NoRAG-1,Ex09_writer-LLM-mistral-large-latest-1.0,EndEvent,1,Flow Objects,Classes
ML-NoRAG-1,Ex09_writer-LLM-mistral-large-latest-1.0,laneSets,1,Swim Lanes,Classes
