Target,File,Tag,Occurrences,Category,CategoryEMF
GPT-4T-NoRAG-0,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-0.0,incoming,5,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-0.0,UserTask,3,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-0.0,lanes,2,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-0.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-0.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-0.0,EndEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex02_writer-LLM-gpt-4-turbo-2024-04-09-0.0,laneSets,1,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-0.0,SequenceFlow,11,Connecting Objects,Relations
GPT-4T-NoRAG-0,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-0.0,sourceRef,11,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-0.0,targetRef,11,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-0.0,Task,6,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-0.0,ExclusiveGateway,3,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-0.0,lanes,2,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-0.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-0.0,EndEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-0.0,laneSets,1,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-0.0,SequenceFlow,8,Connecting Objects,Relations
GPT-4T-NoRAG-0,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-0.0,sourceRef,8,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-0.0,targetRef,8,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-0.0,UserTask,4,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-0.0,ExclusiveGateway,2,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-0.0,EndEvent,2,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-0.0,Property,2,Uncategorized,Uncategorized
GPT-4T-NoRAG-0,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-0.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-0.0,laneSets,1,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-0.0,lanes,1,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-0.0,SequenceFlow,11,Connecting Objects,Relations
GPT-4T-NoRAG-0,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-0.0,sourceRef,11,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-0.0,targetRef,11,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-0.0,UserTask,7,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-0.0,EndEvent,2,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-0.0,lanes,2,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-0.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-0.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-0.0,laneSets,1,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-0.0,UserTask,6,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-0.0,SequenceFlow,6,Connecting Objects,Relations
GPT-4T-NoRAG-0,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-0.0,sourceRef,6,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-0.0,targetRef,6,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-0.0,lanes,2,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-0.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-0.0,laneSets,1,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-0.0,UserTask,13,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-0.0,SequenceFlow,6,Connecting Objects,Relations
GPT-4T-NoRAG-0,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-0.0,sourceRef,6,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-0.0,targetRef,6,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-0.0,lanes,3,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-0.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-0.0,EndEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-0.0,laneSets,1,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-0.0,SequenceFlow,10,Connecting Objects,Relations
GPT-4T-NoRAG-0,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-0.0,sourceRef,10,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-0.0,targetRef,10,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-0.0,UserTask,7,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-0.0,EndEvent,2,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-0.0,lanes,2,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-0.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-0.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-0.0,laneSets,1,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-0.0,SequenceFlow,13,Connecting Objects,Relations
GPT-4T-NoRAG-0,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-0.0,sourceRef,13,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-0.0,targetRef,13,Connecting Objects,Attributes
GPT-4T-NoRAG-0,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-0.0,UserTask,4,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-0.0,IntermediateThrowEvent,4,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-0.0,EndEvent,4,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-0.0,IntermediateCatchEvent,3,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-0.0,lanes,2,Swim Lanes,Classes
GPT-4T-NoRAG-0,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-0.0,StartEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-0.0,BoundaryEvent,1,Flow Objects,Classes
GPT-4T-NoRAG-0,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-0.0,laneSets,1,Swim Lanes,Classes
