Target,File,Tag,Occurrences,Category,CategoryEMF
ML-RAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,lanes,2,Swim Lanes,Classes
ML-RAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-RAG-0,Ex03_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,SequenceFlow,8,Connecting Objects,Relations
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,sourceRef,8,Connecting Objects,Attributes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,targetRef,8,Connecting Objects,Attributes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,outgoing,7,Connecting Objects,Attributes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,incoming,7,Connecting Objects,Attributes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,UserTask,5,Flow Objects,Classes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,DataObject,3,Artifacts,Classes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,EndEvent,1,Flow Objects,Classes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,lanes,1,Swim Lanes,Classes
ML-RAG-0,Ex04_writer-LLM-mistral-large-latest-0.0,DataStore,1,Artifacts,Classes
ML-RAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,outgoing,9,Connecting Objects,Attributes
ML-RAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,incoming,9,Connecting Objects,Attributes
ML-RAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,SequenceFlow,9,Connecting Objects,Relations
ML-RAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,sourceRef,9,Connecting Objects,Attributes
ML-RAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,targetRef,9,Connecting Objects,Attributes
ML-RAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,UserTask,7,Flow Objects,Classes
ML-RAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,lanes,2,Swim Lanes,Classes
ML-RAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-RAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
ML-RAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,EndEvent,1,Flow Objects,Classes
ML-RAG-0,Ex05_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
ML-RAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,SequenceFlow,8,Connecting Objects,Relations
ML-RAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,sourceRef,8,Connecting Objects,Attributes
ML-RAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,targetRef,8,Connecting Objects,Attributes
ML-RAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,outgoing,7,Connecting Objects,Attributes
ML-RAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,incoming,7,Connecting Objects,Attributes
ML-RAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,UserTask,5,Flow Objects,Classes
ML-RAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,lanes,2,Swim Lanes,Classes
ML-RAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-RAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
ML-RAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,EndEvent,1,Flow Objects,Classes
ML-RAG-0,Ex07_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
ML-RAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,SequenceFlow,11,Connecting Objects,Relations
ML-RAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,sourceRef,11,Connecting Objects,Attributes
ML-RAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,targetRef,11,Connecting Objects,Attributes
ML-RAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,outgoing,10,Connecting Objects,Attributes
ML-RAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,incoming,10,Connecting Objects,Attributes
ML-RAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,UserTask,8,Flow Objects,Classes
ML-RAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,EndEvent,2,Flow Objects,Classes
ML-RAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,lanes,2,Swim Lanes,Classes
ML-RAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,StartEvent,1,Flow Objects,Classes
ML-RAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,ExclusiveGateway,1,Flow Objects,Classes
ML-RAG-0,Ex09_writer-LLM-mistral-large-latest-0.0,laneSets,1,Swim Lanes,Classes
