Target,File,Tag,Occurrences,Category,CategoryEMF
GPT-4o-RAG-0,Ex01_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,0,Swim Lanes,Classes
GPT-4o-RAG-0,Ex02_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,7,Connecting Objects,Relations
GPT-4o-RAG-0,Ex02_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,7,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex02_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,7,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex02_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,6,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex02_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,6,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex02_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,4,Flow Objects,Classes
GPT-4o-RAG-0,Ex02_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,2,Swim Lanes,Classes
GPT-4o-RAG-0,Ex02_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex02_writer-LLM-gpt-4o-2024-08-06-0.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex02_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex02_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1,Swim Lanes,Classes
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,12,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,12,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,9,Connecting Objects,Relations
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,9,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,9,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,5,Flow Objects,Classes
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,ExclusiveGateway,3,Flow Objects,Classes
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,ServiceTask,3,Flow Objects,Classes
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,3,Swim Lanes,Classes
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex03_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1,Swim Lanes,Classes
GPT-4o-RAG-0,Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,9,Connecting Objects,Relations
GPT-4o-RAG-0,Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,9,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,9,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,8,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,8,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,6,Flow Objects,Classes
GPT-4o-RAG-0,Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1,Swim Lanes,Classes
GPT-4o-RAG-0,Ex04_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,1,Swim Lanes,Classes
GPT-4o-RAG-0,Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,10,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,10,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,10,Connecting Objects,Relations
GPT-4o-RAG-0,Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,10,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,10,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,8,Flow Objects,Classes
GPT-4o-RAG-0,Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,2,Swim Lanes,Classes
GPT-4o-RAG-0,Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex05_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1,Swim Lanes,Classes
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,8,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,8,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,8,Connecting Objects,Relations
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,8,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,8,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,5,Flow Objects,Classes
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,2,Swim Lanes,Classes
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,CallActivity,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,IntermediateCatchEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex07_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1,Swim Lanes,Classes
GPT-4o-RAG-0,Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,7,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,7,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,7,Connecting Objects,Relations
GPT-4o-RAG-0,Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,7,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,7,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,6,Flow Objects,Classes
GPT-4o-RAG-0,Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,2,Swim Lanes,Classes
GPT-4o-RAG-0,Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex08_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1,Swim Lanes,Classes
GPT-4o-RAG-0,Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,14,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,14,Connecting Objects,Relations
GPT-4o-RAG-0,Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,14,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,14,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,12,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,9,Flow Objects,Classes
GPT-4o-RAG-0,Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,3,Flow Objects,Classes
GPT-4o-RAG-0,Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,ExclusiveGateway,2,Flow Objects,Classes
GPT-4o-RAG-0,Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,2,Swim Lanes,Classes
GPT-4o-RAG-0,Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex09_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,1,Swim Lanes,Classes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,SequenceFlow,20,Connecting Objects,Relations
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,sourceRef,20,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,targetRef,20,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,incoming,15,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,outgoing,13,Connecting Objects,Attributes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,UserTask,6,Flow Objects,Classes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,EndEvent,4,Flow Objects,Classes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,ExclusiveGateway,3,Flow Objects,Classes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,StartEvent,2,Flow Objects,Classes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,laneSets,2,Swim Lanes,Classes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,lanes,2,Swim Lanes,Classes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,SendTask,1,Flow Objects,Classes
GPT-4o-RAG-0,Ex10_writer-LLM-gpt-4o-2024-08-06-0.0,IntermediateCatchEvent,1,Flow Objects,Classes
