Target,File,Tag,Occurrences,Category,CategoryEMF
GPT-4T-RAG-1,Ex03_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1,Swim Lanes,Classes
GPT-4T-RAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,7,Connecting Objects,Relations
GPT-4T-RAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,7,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,7,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,4,Flow Objects,Classes
GPT-4T-RAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1,Swim Lanes,Classes
GPT-4T-RAG-1,Ex04_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,1,Swim Lanes,Classes
GPT-4T-RAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,10,Connecting Objects,Relations
GPT-4T-RAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,10,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,10,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,6,Flow Objects,Classes
GPT-4T-RAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,2,Swim Lanes,Classes
GPT-4T-RAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex05_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1,Swim Lanes,Classes
GPT-4T-RAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,8,Connecting Objects,Relations
GPT-4T-RAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,8,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,8,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,outgoing,7,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,incoming,7,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,5,Flow Objects,Classes
GPT-4T-RAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,2,Swim Lanes,Classes
GPT-4T-RAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex07_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1,Swim Lanes,Classes
GPT-4T-RAG-1,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,8,Connecting Objects,Relations
GPT-4T-RAG-1,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,8,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,8,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,Task,7,Flow Objects,Classes
GPT-4T-RAG-1,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,2,Swim Lanes,Classes
GPT-4T-RAG-1,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex08_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1,Swim Lanes,Classes
GPT-4T-RAG-1,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,14,Connecting Objects,Relations
GPT-4T-RAG-1,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,14,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,14,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,UserTask,7,Flow Objects,Classes
GPT-4T-RAG-1,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,3,Swim Lanes,Classes
GPT-4T-RAG-1,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ExclusiveGateway,2,Flow Objects,Classes
GPT-4T-RAG-1,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2,Flow Objects,Classes
GPT-4T-RAG-1,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,Task,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,ParallelGateway,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex09_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1,Swim Lanes,Classes
GPT-4T-RAG-1,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,SequenceFlow,10,Connecting Objects,Relations
GPT-4T-RAG-1,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,sourceRef,10,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,targetRef,10,Connecting Objects,Attributes
GPT-4T-RAG-1,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,Task,4,Flow Objects,Classes
GPT-4T-RAG-1,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,IntermediateCatchEvent,3,Flow Objects,Classes
GPT-4T-RAG-1,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EndEvent,2,Flow Objects,Classes
GPT-4T-RAG-1,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,laneSets,1,Swim Lanes,Classes
GPT-4T-RAG-1,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,lanes,1,Swim Lanes,Classes
GPT-4T-RAG-1,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,StartEvent,1,Flow Objects,Classes
GPT-4T-RAG-1,Ex10_writer-LLM-gpt-4-turbo-2024-04-09-1.0,EventBasedGateway,1,Flow Objects,Classes
